,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20191018,3136,4076,3136,4076,13544,0.0
1,20191021,5296,5296,5296,5296,11993,0.0
2,20191022,6883,6883,6883,6884,4741,0.0
3,20191023,8946,8946,8946,8946,4204,0.0
4,20191024,11521,11618,11328,11618,651378,0.0
5,20191025,13022,13216,8849,9179,2900135,0.0
6,20191028,9294,9294,7503,7794,1152475,2.44
7,20191029,7513,8026,7348,7591,583011,2.42
8,20191030,8249,9062,6913,8172,2466680,2.36
9,20191031,7852,8568,7397,7978,527633,2.27
10,20191101,8123,8462,7552,7697,495032,2.21
11,20191104,7726,7803,7358,7513,166686,2.17
12,20191105,7513,7513,6874,7058,163520,2.17
13,20191106,7019,7619,6932,7262,197726,2.17
14,20191107,7251,7251,6980,7174,67576,2.17
15,20191108,7174,7435,7126,7262,87343,2.17
16,20191111,7309,8181,7309,7688,333605,2.13
17,20191112,7619,7648,7309,7368,115803,2.25
18,20191113,7368,7503,7261,7426,62481,2.36
19,20191114,7406,7881,7406,7533,147394,2.4
20,20191115,7706,8094,7581,7726,270098,2.39
21,20191118,7794,7929,7648,7707,56052,2.4
22,20191119,7697,7832,7445,7610,95273,2.4
23,20191120,7610,7726,7319,7446,44608,2.27
24,20191121,7358,7493,7116,7378,36147,2.35
25,20191122,7339,7339,7067,7174,20698,2.35
26,20191125,7348,7348,6971,7029,30699,2.36
27,20191126,6961,7038,6913,7000,24863,2.37
28,20191127,7000,7048,6825,6971,42770,2.41
29,20191128,6883,6971,6825,6874,15678,2.41
30,20191129,6864,6922,6651,6690,19985,2.41
31,20191202,6622,6748,6603,6690,10340,2.4
32,20191203,6632,8336,6632,7746,2325676,2.32
33,20191204,7445,7542,6661,6681,528003,2.3
34,20191205,6651,6700,6361,6458,124877,2.3
35,20191206,6351,6990,6332,6468,202590,2.34
36,20191209,6574,6603,6419,6419,24585,2.35
37,20191210,6419,7726,6419,6671,1137382,2.35
38,20191211,6758,7048,6603,6748,298498,2.84
39,20191212,6758,6825,6612,6671,73102,2.88
40,20191213,6680,6990,6603,6884,229640,2.75
41,20191216,7087,8181,6864,7504,2180835,2.39
42,20191217,7213,7735,6971,6971,721210,2.42
43,20191218,7000,7096,6806,6836,135646,2.47
44,20191219,6845,6922,6777,6777,66118,2.47
45,20191220,6961,6961,6622,6681,73857,2.45
46,20191223,6632,6680,6583,6613,47261,2.52
47,20191224,6680,6913,6612,6681,107489,2.43
48,20191226,6680,6874,6603,6748,95082,2.56
49,20191227,6777,6903,6641,6855,59681,2.56
50,20191230,6913,6961,6845,6874,33925,2.58
51,20200102,6874,6903,6825,6874,36831,2.57
52,20200103,6835,7329,6835,6971,204766,2.64
53,20200106,7213,7261,7000,7116,126326,2.76
54,20200107,7261,7581,7174,7397,210842,2.78
55,20200108,7552,7552,6903,7213,160188,2.8
56,20200109,7455,7474,7232,7455,101955,2.79
57,20200110,7455,7464,7348,7455,40532,2.86
58,20200113,7493,7532,7309,7349,61626,2.86
59,20200114,7503,7881,7348,7407,148697,2.76
60,20200115,7426,7532,7329,7387,34513,2.79
61,20200116,7397,7503,7309,7455,41911,2.78
62,20200117,7464,7522,7368,7446,31000,2.82
63,20200120,7397,7455,7329,7387,102452,3.13
64,20200121,7406,7406,7232,7233,29744,3.08
65,20200122,7300,7619,7232,7581,150715,3.22
66,20200123,7581,7823,7561,7717,115040,3.24
67,20200128,7552,7861,7184,7784,110663,3.27
68,20200129,7900,8181,7890,8036,91822,3.27
69,20200130,8132,9314,8036,8598,626186,3.11
70,20200131,8704,8781,8045,8075,101477,3.2
71,20200203,7987,8375,7581,8230,70276,3.3
72,20200204,8520,9178,8249,8946,250169,3.46
73,20200205,9178,9381,8839,8908,118071,3.36
74,20200206,8762,8878,8607,8704,74443,3.39
75,20200207,8713,8810,8442,8520,47411,3.39
76,20200210,8413,8568,8132,8133,51913,3.41
77,20200211,8142,9614,8142,8966,1319482,2.98
78,20200212,9197,9546,8839,9430,428693,3.09
79,20200213,9430,9488,9188,9382,165776,3.11
80,20200214,9488,11134,9294,10602,1051388,2.84
81,20200217,10601,11328,10311,11038,314298,2.99
82,20200218,11037,11618,10843,11183,235739,3.04
83,20200219,11521,11763,10940,11231,141043,3.01
84,20200220,11279,11473,10601,10892,184920,3.02
85,20200221,10408,10843,10311,10505,148405,3.07
86,20200224,10069,10214,9730,10021,101558,3.12
87,20200225,10117,10698,9682,10650,125023,3.09
88,20200226,10505,10892,9875,10796,81049,3.07
89,20200227,10650,10892,10263,10457,66123,3.05
90,20200228,10117,10263,9875,9973,87658,3.13
91,20200302,9972,10408,9972,10215,83803,3.1
92,20200303,10843,10843,10117,10118,94827,3.08
93,20200304,9682,10747,9682,10602,120741,3.22
94,20200305,10940,11328,10698,11038,168512,3.15
95,20200306,10892,11037,10650,10796,49105,3.19
96,20200309,10601,10601,9875,9924,83996,3.2
97,20200310,9682,10359,9488,10069,94506,3.26
98,20200311,10117,10117,8839,9140,143268,3.27
99,20200312,8762,8926,7658,7978,127137,3.24
100,20200313,6874,7755,6390,7533,103798,2.44
101,20200316,8171,8171,6777,6807,83048,2.41
102,20200317,6438,7532,6225,6874,84343,2.47
103,20200318,6980,7174,6409,6410,52173,2.44
104,20200319,6583,6583,5005,5083,75885,2.4
105,20200320,5518,6583,5257,6138,252623,2.24
106,20200323,5557,6138,5257,5771,100385,2.26
107,20200324,6080,7368,5906,6797,452658,2.25
108,20200325,7096,7755,6796,7194,291395,2.27
109,20200326,7358,7358,6893,6923,104245,2.29
110,20200327,7309,7387,6583,6923,88558,2.3
111,20200330,6729,6903,6554,6894,32970,2.34
112,20200331,7135,7135,6845,6990,46667,2.33
113,20200401,7096,7600,6903,7087,126596,2.37
114,20200402,7087,7242,6816,7213,72588,2.31
115,20200403,7406,7794,7319,7649,176192,2.33
116,20200406,7939,8897,7861,8540,197705,2.31
117,20200407,9478,9478,8539,8801,81800,2.22
118,20200408,9275,11424,9110,10747,1399137,2.22
119,20200409,12683,13942,11618,13942,1145543,2.22
120,20200410,13264,15975,12102,13749,2427619,2.23
121,20200413,14813,15781,13409,13991,627213,2.23
122,20200414,15346,15442,12877,14087,1039916,2.22
123,20200416,14523,15733,13361,13749,1927750,2.22
124,20200417,13748,14281,13070,13700,206981,2.23
125,20200420,13264,14087,13167,13652,222694,2.25
126,20200421,13603,13845,12247,13410,193875,2.25
127,20200422,12973,13167,12538,12829,150222,2.27
128,20200423,13070,13167,12538,12780,74880,2.27
129,20200424,12538,12586,11908,12248,92355,2.27
130,20200427,12489,13409,12247,13410,154164,2.25
131,20200428,13845,13990,13312,13603,95115,2.24
132,20200429,13796,13845,13264,13652,85430,2.25
133,20200504,13070,13216,12538,12877,58495,2.26
134,20200506,12973,13167,12489,12780,60857,2.3
135,20200507,12586,13312,12538,13071,47856,2.3
136,20200508,13554,13700,13167,13168,81428,2.3
137,20200511,12683,15733,12683,13991,1222809,2.34
138,20200512,14135,14523,13264,13410,280740,2.23
139,20200513,13361,16798,13119,14620,2718373,2.22
140,20200514,14281,15442,13990,14039,452578,2.22
141,20200515,13748,14184,13119,13749,169421,2.23
