,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20190807,12150,12500,10200,10900,841468,0.39
1,20190808,10350,10450,9400,9920,378450,0.39
2,20190809,9910,9920,9390,9550,199612,0.39
3,20190812,9530,9640,9250,9590,112480,0.39
4,20190813,9590,9590,9010,9160,72401,0.39
5,20190814,9160,9840,9060,9300,200153,0.43
6,20190816,9080,9420,8980,9030,65895,0.41
7,20190819,9150,9210,8810,8840,52582,0.39
8,20190820,8840,9050,8830,8910,32851,1.03
9,20190821,8810,9000,8800,8940,20770,1.27
10,20190822,8950,8950,8670,8700,25758,1.34
11,20190823,9060,9420,8900,9050,195460,1.49
12,20190826,8930,9100,8700,8920,43066,2.01
13,20190827,9080,9130,8860,8940,32621,2.38
14,20190828,9030,9090,8820,8960,27929,2.68
15,20190829,8950,9030,8690,8790,28130,2.78
16,20190830,9000,9060,8730,8800,27984,3.25
17,20190902,8820,8820,8480,8600,23414,3.52
18,20190903,8590,8750,8560,8650,12398,3.76
19,20190904,8610,8740,8610,8680,8605,3.93
20,20190905,8720,8730,8500,8590,18416,3.95
21,20190906,8660,8660,8400,8450,14553,3.92
22,20190909,8450,8550,8370,8380,12502,3.89
23,20190910,8380,8460,8270,8340,15546,4.02
24,20190911,8430,8550,8360,8420,13111,4.04
25,20190916,8500,8520,8380,8500,9136,4.02
26,20190917,8500,8570,8410,8520,11342,4.04
27,20190918,8590,8590,8430,8490,11195,3.95
28,20190919,8480,8600,8470,8470,15403,3.67
29,20190920,8490,8540,8400,8460,14332,3.39
30,20190923,8450,8800,8430,8510,14146,3.22
31,20190924,8580,8650,8510,8550,8102,3.2
32,20190925,8690,8900,8430,8550,42325,3.06
33,20190926,8480,8660,8450,8470,9966,3.03
34,20190927,8500,8580,8410,8450,10717,2.88
35,20190930,8650,8650,8300,8390,17535,2.77
36,20191001,8430,8450,8320,8410,9170,2.84
37,20191002,8350,8550,8280,8310,11982,2.59
38,20191004,8300,8430,8250,8250,12010,2.48
39,20191007,8270,8370,7990,8020,8949,2.41
40,20191008,8020,8210,7970,8010,9900,2.4
41,20191010,7980,8080,7950,7970,5286,2.41
42,20191011,8140,8140,7900,7920,11907,2.3
43,20191014,7940,8070,7850,7940,8394,2.24
44,20191015,8000,8070,7870,8010,5709,2.2
45,20191016,8070,8100,7990,7990,7290,2.2
46,20191017,7980,8070,7940,8020,1445,2.16
47,20191018,8020,8150,8000,8000,7746,2.05
48,20191021,8050,8050,7990,7990,1836,2.04
49,20191022,7990,8160,7940,8010,6049,1.95
50,20191023,8010,8080,7850,7990,10641,1.86
51,20191024,7880,8070,7780,7850,6939,1.78
52,20191025,7980,7980,7740,7800,5444,1.69
53,20191028,7800,7800,7630,7780,7246,1.62
54,20191029,7680,7780,7660,7670,5660,1.57
55,20191030,7650,8000,7650,7730,2742,1.55
56,20191031,7800,7800,7710,7730,6679,1.52
57,20191101,7700,7800,7620,7680,6317,1.46
58,20191104,7740,7890,7690,7690,4101,1.42
59,20191105,7730,7880,7700,7800,5052,1.41
60,20191106,7940,7940,7710,7850,3444,1.38
61,20191107,7910,7910,7780,7860,2721,1.35
62,20191108,7920,7920,7740,7820,4586,1.31
63,20191111,7850,7850,7640,7770,14516,1.26
64,20191112,7770,7770,7690,7730,3574,1.24
65,20191113,7810,7810,7660,7710,2479,1.21
66,20191114,7690,7790,7680,7760,3228,1.16
67,20191115,7780,7870,7700,7700,5466,1.11
68,20191118,7700,7770,7620,7720,5492,1.08
69,20191119,7720,7810,7660,7690,3445,1.02
70,20191120,7670,7740,7600,7620,4257,1.0
71,20191121,7720,7760,7450,7470,13689,0.88
72,20191122,7440,7780,7440,7520,3126,0.84
73,20191125,7620,7660,7410,7520,3589,0.83
74,20191126,7580,7700,7450,7570,6008,0.77
75,20191127,7660,7690,7530,7600,2237,0.76
76,20191128,7670,7670,7460,7460,2699,0.73
77,20191129,7650,7650,7420,7440,4715,0.67
78,20191202,7490,7540,7410,7500,1270,0.66
79,20191203,7610,7610,7450,7490,232,0.66
80,20191204,7490,7570,7360,7450,2792,0.63
81,20191205,7580,7620,7390,7400,6146,0.53
82,20191206,7500,7890,7430,7570,17051,0.48
83,20191209,7600,7600,7500,7530,2254,0.48
84,20191210,7590,7690,7480,7500,1309,0.46
85,20191211,7570,7570,7490,7500,3878,0.44
86,20191212,7590,7590,7490,7500,2052,0.42
87,20191213,7580,7580,7460,7550,4904,0.42
88,20191216,7590,7600,7490,7580,5124,0.42
89,20191217,7630,7670,7520,7570,5103,0.42
90,20191218,7630,7640,7550,7580,2389,0.42
91,20191219,7580,7870,7570,7650,24417,0.42
92,20191220,7750,8030,7710,7940,29294,0.42
93,20191223,7920,7920,7760,7800,8424,0.42
94,20191224,7880,7880,7710,7800,4447,0.42
95,20191226,7950,7950,7790,7930,9283,0.42
96,20191227,7900,7900,7610,7790,4107,0.42
97,20191230,7820,7820,7660,7770,1825,0.42
98,20200102,7760,7790,7630,7630,3928,0.42
99,20200103,7770,7770,7620,7620,4150,0.42
100,20200106,7620,7660,7510,7560,3942,0.42
101,20200107,7640,7730,7410,7610,4184,0.42
102,20200108,7690,7730,7400,7410,8823,0.42
103,20200109,7590,8850,7440,7630,575385,0.42
104,20200110,7690,7960,7510,7560,54308,0.42
105,20200113,7570,7780,7540,7620,11659,0.42
106,20200114,7600,7720,7520,7550,19373,0.49
107,20200115,7550,7690,7520,7620,5945,0.49
108,20200116,7620,7640,7540,7610,3162,0.48
109,20200117,7600,7680,7560,7620,3546,0.48
110,20200120,7620,7620,7520,7570,9180,0.48
111,20200121,7530,7590,7440,7480,9325,0.47
112,20200122,7560,7590,7470,7540,1908,0.47
113,20200123,7580,7580,7490,7540,1802,0.47
114,20200128,7540,7540,7310,7360,13279,0.47
115,20200129,7480,7480,7360,7450,3034,0.47
116,20200130,7470,7540,7350,7380,4161,0.47
117,20200131,7440,7440,7220,7230,5864,0.47
118,20200203,7060,7230,7000,7120,11214,0.47
119,20200204,7200,7450,7120,7360,3412,0.5
120,20200205,7470,7490,7270,7430,12158,0.52
121,20200206,7530,7580,7400,7480,7178,0.52
122,20200207,7500,7710,7470,7580,25178,0.52
123,20200210,7600,7690,7500,7500,7279,0.52
124,20200211,7480,7750,7480,7720,21380,0.52
125,20200212,7720,7910,7700,7820,20221,0.52
