,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20190807,41150,42150,40500,40750,6049,0.45
1,20190808,40650,50700,40200,43100,32388,0.45
2,20190809,43200,49500,43200,45750,25010,0.39
3,20190812,44950,47450,44800,45750,6151,0.37
4,20190813,45850,47500,45100,45400,2914,0.37
5,20190814,44550,47850,44550,45300,5948,0.38
6,20190816,45800,46550,45000,45000,3423,0.38
7,20190819,45000,47000,44850,46200,2491,0.39
8,20190820,45650,53100,45650,47700,35064,0.37
9,20190821,47700,49600,47000,47700,12927,0.37
10,20190822,48100,48350,47000,47050,4945,0.37
11,20190823,46500,48000,46250,46650,5158,0.38
12,20190826,45900,47000,45150,46150,3500,0.38
13,20190827,46200,47500,46200,46650,1969,0.38
14,20190828,46100,48000,46100,46750,3624,0.4
15,20190829,46600,47800,46300,46500,7256,0.4
16,20190830,47400,47800,46750,47000,4088,0.41
17,20190902,47050,47800,46500,47150,927,0.41
18,20190903,47400,47400,46450,46650,3815,0.41
19,20190904,46650,47500,46650,47400,1468,0.42
20,20190905,47400,48000,46850,47650,3251,0.41
21,20190906,47800,47800,46800,47700,1385,0.41
22,20190909,47750,48350,47450,48000,2503,0.4
23,20190910,48400,48400,46950,47900,1148,0.4
24,20190911,47350,48500,47350,48350,3086,0.38
25,20190916,48050,49000,48050,48700,3311,0.38
26,20190917,48550,50400,48250,50200,5403,0.42
27,20190918,49500,50700,49000,49450,5000,0.42
28,20190919,50200,50200,49000,49000,1267,0.42
29,20190920,49000,49700,48300,49700,2799,0.43
30,20190923,49700,50300,49000,49900,4743,0.42
31,20190924,50100,50500,49850,50100,1330,0.43
32,20190925,49200,50800,49100,49250,3998,0.42
33,20190926,50100,50200,48650,49850,2382,0.41
34,20190927,49850,50500,49250,50000,3250,0.41
35,20190930,50100,50100,48950,50000,918,0.41
36,20191001,49050,50400,48800,50300,2004,0.41
37,20191002,48800,50400,48800,49850,730,0.41
38,20191004,49050,49900,48850,49350,1211,0.41
39,20191007,48250,49950,48250,48950,1981,0.42
40,20191008,49450,50000,47800,49150,2182,0.42
41,20191010,49150,49500,48250,49100,1724,0.44
42,20191011,48450,49650,48450,49600,2179,0.43
43,20191014,48900,52000,48900,50800,5965,0.44
44,20191015,50800,55500,50800,54400,29462,0.58
45,20191016,54100,57000,54000,55900,14872,0.51
46,20191017,56200,58400,51900,52700,56980,0.4
47,20191018,52200,53600,51400,52000,11211,0.42
48,20191021,51900,52200,51000,51700,4796,0.42
49,20191022,51700,52200,50800,50800,8165,0.43
50,20191023,50800,51100,49750,49900,3422,0.42
51,20191024,49900,50400,49650,50000,4203,0.42
52,20191025,51200,51200,49550,50000,2479,0.42
53,20191028,50100,51400,50100,50800,2315,0.42
54,20191029,50800,51300,50000,50500,1519,0.42
55,20191030,50300,51100,49050,49250,6001,0.42
56,20191031,50000,50000,48800,49050,2676,0.43
57,20191101,49050,49050,48100,48400,2162,0.44
58,20191104,49000,49000,48400,48600,1648,0.44
59,20191105,49750,49750,48600,48650,1703,0.44
60,20191106,48650,49700,48650,49150,2614,0.43
61,20191107,49150,49900,49150,49600,1206,0.43
62,20191108,49600,50300,49050,49250,1421,0.44
63,20191111,48500,49500,48500,48650,1116,0.44
64,20191112,48250,49500,48250,48650,1288,0.44
65,20191113,48300,49150,47500,47650,4819,0.42
66,20191114,48000,48150,47500,47700,2244,0.43
67,20191115,48400,48700,48000,48000,1300,0.43
68,20191118,48000,49300,47550,47900,907,0.43
69,20191119,47900,47900,47200,47450,1053,0.44
70,20191120,47500,48300,47000,47100,939,0.44
71,20191121,46500,47550,45650,45650,3735,0.42
72,20191122,46200,46650,45400,45400,1911,0.42
73,20191125,47000,47000,45450,46200,2196,0.42
74,20191126,46250,47300,45700,46600,4006,0.42
75,20191127,48400,55000,47550,52000,78304,0.42
76,20191128,52000,52000,49800,50300,9821,0.42
77,20191129,49900,50600,49650,49900,7949,0.42
78,20191202,49550,51800,49550,50500,7139,0.42
79,20191203,50100,51000,50000,50700,3073,0.42
80,20191204,50700,51500,49950,50800,5903,0.42
81,20191205,50800,51100,50500,51000,5287,0.43
82,20191206,50900,52000,50600,51400,2202,0.42
83,20191209,51000,51400,50400,51200,1514,0.43
84,20191210,51200,51500,50700,51300,928,0.43
85,20191211,51300,51300,50200,50600,2568,0.43
86,20191212,51000,51000,50300,50800,534,0.43
87,20191213,50700,51200,50200,50700,1155,0.44
88,20191216,51600,65900,49400,65900,200321,0.41
89,20191217,63700,70400,57800,58500,258984,0.52
90,20191218,57500,75000,56400,70700,648179,0.36
91,20191219,68400,74300,66300,67200,238090,0.56
92,20191220,69000,72900,66000,68000,147383,0.42
93,20191223,66900,68700,62000,62800,67617,0.56
94,20191224,62000,71500,60100,62900,166669,0.46
95,20191226,63000,65600,60500,63000,58665,0.63
96,20191227,62200,64900,61500,62500,36319,0.67
97,20191230,62300,63500,61700,61800,21590,0.7
98,20200102,60900,61000,58500,59200,28456,0.67
99,20200103,59200,59700,57400,57400,20275,0.57
100,20200106,56400,57700,55300,55700,12823,0.59
101,20200107,55300,60500,55300,55800,34030,0.54
102,20200108,55800,56500,53000,54300,13037,0.54
103,20200109,55000,56200,54600,55600,7979,0.51
104,20200110,55100,56000,54700,54700,5916,0.57
105,20200113,54800,67400,54800,61000,262972,0.38
106,20200114,60300,62900,58000,59500,55383,0.48
107,20200115,58900,61000,58200,59400,21574,0.45
108,20200116,59000,59600,57800,58200,19277,0.54
109,20200117,58200,59100,57200,57900,11140,0.54
110,20200120,75000,75200,71500,75200,267488,0.54
111,20200121,76500,94900,69800,84100,1042818,0.36
112,20200122,83000,88900,75000,76000,232422,0.45
113,20200123,75300,89500,73000,82700,730860,0.33
114,20200128,77700,81600,73400,74500,180438,0.43
115,20200129,75700,77300,71500,71700,97406,0.31
116,20200130,71700,72200,64700,65200,77166,0.31
117,20200131,65500,71000,61800,61900,92911,0.31
118,20200203,60300,61000,58500,60000,39839,0.42
119,20200204,60000,68900,59900,63100,150193,0.53
120,20200205,63200,65100,63100,63800,27607,0.48
121,20200206,64300,66300,63800,65300,31784,0.52
122,20200207,65000,66300,63900,64100,18948,0.59
123,20200210,63900,63900,61500,62300,10733,0.62
124,20200211,61900,65300,61900,64800,17617,0.58
125,20200212,64800,67800,64000,66200,27888,0.57
126,20200213,66200,67400,64700,65000,13327,0.62
127,20200214,65000,65800,62800,62800,16579,0.56
128,20200217,62400,63400,61300,61800,9565,0.63
129,20200218,61800,61800,60100,60500,11713,0.66
130,20200219,60700,61300,59100,60000,9508,0.6
131,20200220,61200,69700,60500,60800,96067,0.45
132,20200221,60200,60800,59200,59400,11873,0.45
133,20200224,58000,58500,55100,55800,19633,0.58
134,20200225,55000,57700,55000,57700,13127,0.83
135,20200226,55600,56800,55300,56500,8612,0.8
136,20200227,56500,56700,54500,54500,8822,0.9
137,20200228,54500,54700,50300,51300,11758,0.85
138,20200302,51000,52800,50500,51000,6862,0.93
139,20200303,52100,53000,51500,51900,5950,0.99
140,20200304,51600,57500,51600,53700,25669,0.63
141,20200305,53700,58500,53700,55700,44415,0.65
142,20200306,55400,55400,54000,54200,5690,0.65
143,20200309,53900,53900,50400,50500,11999,0.74
144,20200310,49850,51300,49500,50600,6650,0.82
145,20200311,51700,51700,48950,49400,7216,0.73
146,20200312,48250,49400,45500,45800,8033,0.71
147,20200313,42850,46800,39550,43000,17124,0.86
148,20200316,43050,45200,40850,40850,6600,0.8
149,20200317,38200,40500,38200,39200,9037,0.86
150,20200318,38550,40200,37550,37550,9296,0.78
151,20200319,37950,38000,30850,31550,11212,0.55
152,20200320,30600,35500,30600,33950,16026,0.45
153,20200323,31100,35750,30700,32100,11720,0.42
154,20200324,32400,35200,32400,35000,10902,0.44
155,20200325,37000,43000,35500,39750,26154,0.38
156,20200326,39400,42400,38050,39800,16328,0.44
157,20200327,41900,41900,39050,39600,8376,0.5
158,20200330,39300,40250,36800,39750,3806,0.53
159,20200331,40200,41950,40200,41000,8848,0.51
160,20200401,40700,41850,40200,40200,4669,0.56
161,20200402,40200,41100,39700,40050,3152,0.59
162,20200403,40500,41550,40400,40900,2362,0.59
163,20200406,41000,42000,40250,41900,6081,0.63
164,20200407,42950,43700,42250,43550,8539,0.68
165,20200408,43600,46500,43050,44400,10462,0.7
166,20200409,45100,45900,44400,45150,5524,0.68
167,20200410,44750,45700,44600,45200,3361,0.69
168,20200413,45200,45300,44200,45300,3921,0.66
169,20200414,44450,45800,44450,45750,3428,0.61
170,20200416,45750,45850,44700,45400,3705,0.65
