,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20191226,52400,54900,50000,54100,798766,15.78
1,20191227,53200,54400,52700,54000,66735,15.45
2,20191230,53900,55900,53600,54600,51972,15.09
3,20200102,54700,55800,53500,54900,46472,14.8
4,20200103,55800,56200,54500,54500,30370,14.66
5,20200106,53700,55000,53600,54000,30172,14.46
6,20200107,54000,57500,54000,56400,95709,13.7
7,20200108,56500,57300,55300,55500,42793,13.27
8,20200109,56200,56600,55200,55200,29647,13.08
9,20200110,55500,57200,55400,57000,46043,12.76
10,20200113,57800,60800,57100,59800,61427,12.53
11,20200114,60000,61200,59100,59600,23448,12.46
12,20200115,59600,60600,59600,60100,16699,12.4
13,20200116,60100,60900,59300,60900,23249,12.25
14,20200117,60700,61700,60000,60200,22730,12.07
15,20200120,60200,61000,56100,56600,47037,11.91
16,20200121,56700,57700,55700,56000,13939,11.89
17,20200122,56500,56900,55200,56700,13141,11.84
18,20200123,56000,56600,54700,55000,18894,11.8
19,20200128,52000,52400,50400,51000,34854,11.75
20,20200129,51200,52500,50300,51700,22784,11.72
21,20200130,51200,51500,48500,49200,24121,11.66
22,20200131,49850,49900,48450,48450,13029,11.64
23,20200203,47250,49850,47250,49800,14651,11.62
24,20200204,49800,50500,48500,49750,11485,11.58
25,20200205,50400,50500,45650,45950,35523,11.56
26,20200206,46500,47000,45900,46800,16418,11.52
27,20200207,46950,46950,46250,46300,6232,11.49
28,20200210,46700,46700,45700,46000,6433,11.46
29,20200211,46100,47150,46050,46450,5250,11.43
30,20200212,46900,48300,46450,48300,7116,11.4
31,20200213,49100,49400,47650,48000,21914,11.36
32,20200214,48700,48800,47950,48150,6877,11.35
33,20200217,48800,50100,48250,49450,12308,11.35
34,20200218,49300,49300,47950,48050,9021,11.28
35,20200219,48200,48500,47150,47850,5524,11.26
36,20200220,48000,48000,46650,47150,5791,11.25
37,20200221,46850,47750,46000,46000,11114,11.21
38,20200224,44600,45000,44050,44150,9114,11.19
39,20200225,44000,45950,43400,45200,12935,11.08
40,20200226,45000,45000,44300,44800,15237,11.04
41,20200227,44200,45650,44000,44350,7975,11.0
42,20200228,44300,44300,41350,42600,17224,10.94
43,20200302,42450,43750,41750,43250,11303,10.94
44,20200303,43700,44300,42050,42650,15609,10.87
45,20200304,42650,43450,42400,43450,4924,10.85
46,20200305,43700,44700,43100,43850,11927,10.8
47,20200306,43450,43450,42200,42700,7714,10.77
48,20200309,42000,42000,40850,41600,7597,10.75
49,20200310,41600,42000,40600,41950,11392,10.71
50,20200311,42000,42200,39200,39700,18669,10.74
51,20200312,39200,39200,35400,37950,27409,10.74
52,20200313,35000,36000,32700,36000,52727,10.6
53,20200316,36900,37000,33850,34900,8717,10.56
54,20200317,32800,35900,32600,35900,16991,10.47
55,20200318,35900,37500,34900,36000,25755,10.34
56,20200319,36000,36350,32050,33500,17401,10.32
57,20200320,33500,34150,31300,34150,21265,10.25
58,20200323,32950,32950,29600,30800,12175,10.23
59,20200324,30950,31750,30100,31700,10456,10.21
60,20200325,32500,33600,32300,33400,24061,10.13
