,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20190807,9129,9315,8922,9021,11989,0.66
1,20190808,9158,9276,8972,9178,11318,0.66
2,20190809,9139,9266,9021,9129,7169,0.66
3,20190812,9119,9119,9011,9051,3554,0.66
4,20190813,9040,9335,8981,9051,3966,0.66
5,20190814,9001,9158,9001,9021,6144,0.66
6,20190816,9040,9168,8942,9070,5528,0.66
7,20190819,9070,9276,9070,9198,3890,0.66
8,20190820,9109,9424,9109,9414,1518,0.66
9,20190821,9571,9581,9266,9444,2574,0.66
10,20190822,9483,9483,9424,9473,245,0.66
11,20190823,9473,9473,9424,9434,742,0.66
12,20190826,9335,9335,9207,9277,1142,0.66
13,20190827,9296,9306,9227,9287,1080,0.66
14,20190828,9276,9315,9080,9277,507,0.66
15,20190829,9276,9355,9217,9296,352,0.66
16,20190830,9335,9414,9188,9365,2028,0.66
17,20190902,9414,9473,9365,9414,1153,0.66
18,20190903,9404,9483,9335,9463,1491,0.66
19,20190904,9492,9502,9345,9463,2663,0.66
20,20190905,9453,9483,9424,9463,1538,0.66
21,20190906,9463,9542,9453,9513,271,0.66
22,20190909,9512,9512,9365,9483,3108,0.66
23,20190910,9463,9473,9335,9454,228,0.66
24,20190911,9453,9453,9315,9434,2796,0.66
25,20190916,9433,9492,9365,9463,7429,0.66
26,20190917,9473,9512,9453,9454,858,0.66
27,20190918,9512,9532,9384,9483,4965,0.66
28,20190919,9492,9630,9463,9513,2852,0.66
29,20190920,9512,9689,9483,9640,2501,0.66
30,20190923,9492,9728,9483,9699,3056,0.66
31,20190924,9699,9709,9512,9611,3173,0.66
32,20190925,9610,9610,9315,9454,10878,0.66
33,20190926,9532,9532,9286,9434,996,0.66
34,20190927,9443,9463,9237,9404,2159,0.66
35,20190930,9404,9424,9286,9404,518,0.66
36,20191001,9247,9404,9247,9404,826,0.66
37,20191002,9404,9433,9247,9404,2347,0.66
38,20191004,9404,9414,9266,9365,1667,0.66
39,20191007,9365,9404,9237,9336,4762,0.66
40,20191008,9335,9365,9207,9336,1829,0.66
41,20191010,9335,9394,9217,9345,2698,0.66
42,20191011,9394,9394,9266,9345,1027,0.66
43,20191014,9355,9433,9257,9336,1690,0.66
44,20191015,9433,9463,9296,9424,6483,0.66
45,20191016,9453,9453,9345,9434,674,0.66
46,20191017,9365,9433,9325,9414,831,0.66
47,20191018,9414,9443,9325,9424,1625,0.66
48,20191021,9433,9443,9345,9424,226,0.66
49,20191022,9473,9571,9414,9434,3564,0.66
50,20191023,9532,9600,9394,9454,6419,0.66
51,20191024,9463,9561,9443,9532,2897,0.66
52,20191025,9532,9974,9483,9925,5665,0.67
53,20191028,9925,10367,9876,10318,9284,0.67
54,20191029,10613,10662,10269,10417,10999,0.67
55,20191030,10367,10514,10121,10318,3546,0.67
56,20191031,10269,10613,10170,10613,7494,0.67
57,20191101,10662,10662,10269,10367,10751,0.67
58,20191104,10367,10465,9925,10318,3989,0.67
59,20191105,10318,10465,10220,10417,5340,0.67
60,20191106,10416,10465,10220,10318,1684,0.67
61,20191107,10269,10465,10220,10367,1061,0.67
62,20191108,10367,10416,9925,10220,2009,0.67
63,20191111,10220,10220,9876,10122,7235,0.67
64,20191112,10072,10220,10023,10122,1206,0.67
65,20191113,10121,10318,10072,10220,2840,0.67
66,20191114,10121,10416,9817,10220,10546,0.67
67,20191115,10220,10269,9925,10073,5406,0.67
68,20191118,10072,10072,9807,9876,7307,0.67
69,20191119,9925,9925,9787,9807,1082,0.67
70,20191120,9807,9925,9728,9788,2484,0.67
71,20191121,9689,9826,9689,9689,2156,0.67
72,20191122,9758,9876,9640,9798,3414,0.67
73,20191125,9925,10318,9777,10318,6793,0.67
74,20191126,10170,10564,10072,10318,6107,0.66
75,20191127,10514,10564,10220,10318,5225,0.66
76,20191128,10318,10564,10170,10417,4666,0.66
77,20191129,10564,13512,10564,12136,1757861,0.59
78,20191202,12922,15133,12185,12677,1374142,0.63
79,20191203,13462,13856,12185,12382,774566,0.65
80,20191204,12431,13069,11104,11547,943429,0.65
81,20191205,11350,11399,10711,10908,348235,0.66
82,20191206,10907,11153,10809,11006,113312,0.66
83,20191209,11694,12725,11497,11596,641915,0.72
84,20191210,11890,11988,11448,11448,171503,0.75
85,20191211,11497,12038,10465,10613,540181,0.68
86,20191212,10367,10416,10121,10417,210793,0.67
87,20191213,10416,10564,10318,10515,83135,0.69
88,20191216,10514,10514,10318,10367,45551,0.71
89,20191217,10318,10367,9974,10171,113353,0.75
90,20191218,10170,10269,10072,10269,32596,0.75
91,20191219,10269,10318,10072,10171,21680,0.75
92,20191220,10121,10170,9826,9925,36428,0.76
93,20191223,9925,9974,9709,9807,44599,0.75
94,20191224,9748,9807,9532,9630,74665,0.71
95,20191226,9630,9777,9551,9729,11876,0.71
96,20191227,9640,9876,9640,9788,9053,0.71
97,20191230,9689,10072,9689,10024,23302,0.75
98,20200102,10023,10072,9876,10073,10102,0.75
99,20200103,10072,10121,9876,10073,20071,0.76
100,20200106,9925,10072,9826,10024,13166,0.76
101,20200107,9876,10121,9826,9974,13817,0.74
102,20200108,9876,9925,9650,9650,25356,0.7
103,20200109,9679,9876,9669,9807,9536,0.72
104,20200110,9876,10023,9777,9974,10246,0.71
105,20200113,9876,9974,9826,9974,10411,0.71
106,20200114,9925,10170,9925,10073,20137,0.75
107,20200115,10072,10072,9876,10024,11177,0.75
108,20200116,9974,10072,9826,9925,16344,0.76
109,20200117,9925,9974,9826,9925,9091,0.77
110,20200120,9925,9925,9826,9876,10328,0.77
