,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20190807,13931,14517,13931,14103,7473,14.07
1,20190808,14103,14275,14000,14138,2204,14.07
2,20190809,14379,14620,13655,13793,28635,14.09
3,20190812,13896,13896,13586,13862,6790,14.09
4,20190813,13758,13758,13482,13655,3502,14.09
5,20190814,13655,15862,13620,13724,32712,14.08
6,20190816,13827,13827,13482,13517,4916,14.08
7,20190819,13689,14137,13413,13897,15157,14.09
8,20190820,14137,14137,13793,13966,4218,14.1
9,20190821,14068,14137,13689,13690,5378,14.12
10,20190822,13793,14000,13655,13793,9954,14.11
11,20190823,13758,14137,13655,13759,4662,14.11
12,20190826,13482,13586,13241,13241,18809,14.11
13,20190827,13482,13517,13206,13276,4904,14.11
14,20190828,13241,13482,13241,13379,2132,14.11
15,20190829,13379,13448,13137,13241,3622,14.11
16,20190830,13310,13517,13275,13448,5020,14.1
17,20190902,13413,13517,13379,13483,1206,14.1
18,20190903,13620,13931,13517,13690,8768,14.1
19,20190904,13896,13896,13620,13759,2823,14.1
20,20190905,14206,14206,13689,13931,6877,14.1
21,20190906,13724,14000,13724,13931,3584,14.1
22,20190909,13931,13931,13724,13724,1849,14.1
23,20190910,13931,14137,13689,13862,4742,14.1
24,20190911,13931,14137,13931,14069,6914,14.1
25,20190916,14103,14758,14068,14690,9906,14.3
26,20190917,14517,14793,14482,14724,2780,14.15
27,20190918,14758,14758,14413,14690,6222,14.15
28,20190919,14689,14724,14482,14690,4839,14.15
29,20190920,14655,14689,14517,14690,1697,14.15
30,20190923,14689,14689,14551,14690,3742,14.15
31,20190924,14689,14689,14517,14552,1982,14.15
32,20190925,14551,14551,14241,14414,3292,14.15
33,20190926,14482,14482,14172,14379,1857,14.15
34,20190927,14344,14379,14137,14207,2704,14.15
35,20190930,14206,14241,14034,14069,3782,14.15
36,20191001,14068,14206,14034,14172,1799,14.15
37,20191002,14068,14103,13758,13793,10267,14.17
38,20191004,13793,14344,13586,13862,3902,14.17
39,20191007,13517,13793,13517,13793,2063,14.17
40,20191008,13586,13862,13586,13759,1943,14.16
41,20191010,13793,13793,13689,13724,357,14.16
42,20191011,13793,14689,13689,14034,6364,14.12
43,20191014,14103,14482,14068,14379,11088,14.12
44,20191015,14379,14620,14103,14552,6541,14.13
45,20191016,14586,14689,14206,14483,1625,14.13
46,20191017,14482,14517,14344,14448,505,14.13
47,20191018,14482,14482,14310,14448,342,14.13
48,20191021,14034,14482,14034,14172,3115,14.13
49,20191022,14379,14379,14034,14310,4575,14.13
50,20191023,14068,14275,14000,14103,4704,14.12
51,20191024,14551,14620,14103,14138,2397,14.12
52,20191025,14310,14310,14034,14069,1639,14.12
53,20191028,14275,14275,13965,14172,1926,14.12
54,20191029,14413,14413,14068,14172,2284,14.12
55,20191030,14000,14344,14000,14207,689,14.12
56,20191031,14379,14379,14103,14310,2899,14.12
57,20191101,14310,14448,14068,14345,1233,14.12
58,20191104,14448,15034,14275,14966,7057,14.12
59,20191105,14965,14965,14758,14966,2714,14.12
60,20191106,14931,14931,14620,14897,2306,14.12
61,20191107,14655,15172,14655,14897,2087,14.12
62,20191108,14724,15206,14724,15103,7227,14.12
63,20191111,15137,15379,14896,15345,6484,14.12
64,20191112,15172,15448,15068,15448,11536,13.84
65,20191113,15241,15344,15034,15138,4098,13.84
66,20191114,15310,15413,15034,15241,6351,13.83
67,20191115,15413,15413,15034,15103,7997,13.84
68,20191118,15310,15586,15103,15345,9548,13.84
69,20191119,15517,15517,14896,15000,5158,13.84
70,20191120,14896,15068,14896,14931,2577,13.84
71,20191121,15275,15275,14758,14897,5359,13.84
72,20191122,14931,19344,14931,16552,1674013,13.77
73,20191125,16551,20931,16448,20345,1935657,13.76
74,20191126,18724,24068,17241,19724,3109128,13.78
75,20191127,19344,25620,18620,25621,2031276,13.78
76,20191128,30517,31620,25137,25138,2241401,13.77
77,20191129,23862,24034,21068,21103,673461,13.79
78,20191202,21310,24827,20517,21655,1454981,13.72
79,20191203,21241,24034,21000,22069,953613,13.77
80,20191204,22517,23793,21206,21207,542516,13.78
81,20191205,22241,22931,19965,21379,555773,13.3
82,20191206,21034,21310,20413,20552,244550,13.84
83,20191209,20724,21275,19172,19172,220343,13.68
84,20191210,19275,22620,18965,19828,1008759,13.3
85,20191211,19862,21034,19620,19931,385116,13.43
86,20191212,21724,22413,20620,20759,841671,13.19
87,20191213,20793,21068,20517,20966,188739,13.63
88,20191216,21103,21551,20517,20655,175144,13.74
