,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20190807,12750,12900,12550,12650,86556,6.32
1,20190808,12650,12850,12650,12850,38316,6.33
2,20190809,12850,13000,12800,12950,40468,6.36
3,20190812,12900,12950,12700,12900,41487,6.36
4,20190813,12900,12950,12650,12800,85271,6.34
5,20190814,12900,13000,12600,12700,138191,6.35
6,20190816,12700,12700,12550,12700,89037,6.39
7,20190819,12600,13050,12600,13050,75735,6.47
8,20190820,13050,13400,13000,13350,42230,6.49
9,20190821,13300,13600,13050,13500,62268,6.45
10,20190822,13550,13600,13400,13550,62357,6.44
11,20190823,13450,13850,13400,13850,73145,6.54
12,20190826,13750,13850,13500,13650,99001,6.58
13,20190827,13800,13800,13550,13700,46088,6.65
14,20190828,13750,14000,13700,13950,50618,6.66
15,20190829,13900,14050,13850,14050,47946,6.65
16,20190830,14050,14100,13750,14050,111464,6.75
17,20190902,14000,14050,13850,13950,40733,6.83
18,20190903,13950,14000,13800,13800,27471,6.84
19,20190904,13900,13950,13700,13950,59126,6.78
20,20190905,13950,14100,13900,14100,45979,6.79
21,20190906,14000,14250,14000,14200,109828,6.95
22,20190909,14200,14350,14050,14300,60018,6.98
23,20190910,14300,14400,14150,14300,37872,7.0
24,20190911,14300,14400,14150,14250,64761,6.92
25,20190916,14250,14300,14050,14200,61264,6.9
26,20190917,14200,14300,14050,14200,38988,6.84
27,20190918,14200,14350,14100,14250,41199,6.69
28,20190919,14250,14300,14100,14100,42979,6.69
29,20190920,14100,14250,13850,13850,91484,6.52
30,20190923,14000,14150,13900,14050,43799,6.53
31,20190924,14150,14150,13800,13900,77111,6.43
32,20190925,14000,14000,13700,13700,41745,6.47
33,20190926,13750,13850,13600,13750,53438,6.44
34,20190927,13750,13850,13600,13600,30586,6.44
35,20190930,13650,13800,13550,13750,21647,6.44
36,20191001,13750,13800,13600,13750,20060,6.37
37,20191002,13700,13800,13550,13600,16354,6.35
38,20191004,13650,13700,13500,13600,19155,6.31
39,20191007,13600,13650,13550,13650,4352,6.31
40,20191008,13550,13750,13550,13700,13348,6.31
41,20191010,13700,13750,13400,13600,62490,6.3
42,20191011,13650,13800,13500,13750,25553,6.31
43,20191014,13750,14000,13700,13950,60199,6.32
44,20191015,13800,13950,13750,13900,26581,6.3
45,20191016,13950,14000,13800,13850,9640,6.28
46,20191017,13850,13950,13800,13900,10983,6.27
47,20191018,13900,13950,13800,13850,16987,6.27
48,20191021,13750,13950,13650,13800,23887,6.25
49,20191022,13750,13900,13700,13800,21073,6.23
50,20191023,13800,13800,13500,13600,52102,6.18
51,20191024,13550,13650,13500,13550,14558,6.14
52,20191025,13550,13650,13400,13500,26043,6.05
53,20191028,13500,13600,13400,13550,36277,6.0
54,20191029,13600,13600,13400,13500,35057,5.97
55,20191030,13500,13600,13400,13500,37147,5.98
56,20191031,13600,13650,13500,13600,27065,6.0
57,20191101,13550,13600,13500,13550,16231,5.99
58,20191104,13600,13900,13550,13900,65644,6.01
59,20191105,13850,13950,13750,13900,22830,6.02
60,20191106,13950,13950,13750,13900,24805,6.01
61,20191107,13900,14200,13750,14100,63364,6.03
62,20191108,14100,14100,13950,14000,13438,6.02
63,20191111,14050,14050,13850,13950,10323,6.02
64,20191112,14000,14000,13900,13900,11698,6.01
65,20191113,13900,14050,13800,13950,30958,5.97
66,20191114,14050,14150,13900,14000,28773,5.94
67,20191115,14050,14200,13950,14150,32867,5.95
68,20191118,14200,14250,14000,14200,29323,5.98
69,20191119,14200,14200,14000,14000,9614,5.98
70,20191120,14050,14100,13750,13800,31000,6.04
71,20191121,13800,13850,13600,13650,37357,6.02
72,20191122,13650,13750,13550,13650,24706,5.95
73,20191125,13700,13950,13700,13900,23786,5.96
74,20191126,13900,14250,13850,14100,81907,6.02
75,20191127,14100,14250,14100,14200,38940,6.04
76,20191128,14100,14200,14050,14050,13109,6.03
77,20191129,14000,14150,13850,13900,24390,6.01
78,20191202,14000,14000,13850,13850,13663,5.99
79,20191203,13900,13900,13700,13750,33896,5.98
80,20191204,13850,13850,13600,13750,52821,6.01
81,20191205,13850,13850,13650,13700,29171,5.98
82,20191206,13750,13800,13650,13700,17336,5.96
83,20191209,13700,13800,13650,13700,20571,5.94
84,20191210,13750,13800,13700,13700,13833,5.93
85,20191211,13800,13800,13650,13700,12170,5.91
86,20191212,13700,13850,13650,13850,28208,5.91
87,20191213,13900,14000,13850,13900,129003,5.8
88,20191216,13950,13950,13850,13900,14982,5.79
89,20191217,13900,13950,13900,13950,18160,5.81
90,20191218,13950,14100,13850,14050,27899,5.81
91,20191219,14100,14100,14000,14000,17669,5.81
92,20191220,14100,14150,13950,14000,58901,5.78
93,20191223,14150,14150,13950,14100,47069,5.76
94,20191224,14150,14350,14000,14250,55711,5.58
95,20191226,14250,14350,14150,14300,137324,5.61
96,20191227,13650,13800,13650,13700,73171,5.58
97,20191230,13700,13800,13600,13750,29115,5.6
98,20200102,13700,13750,13500,13550,32229,5.58
99,20200103,13650,13650,13550,13550,10378,5.57
100,20200106,13550,13650,13250,13450,46969,5.56
101,20200107,13550,13550,13300,13350,23732,5.52
102,20200108,13400,13400,13000,13150,86053,5.49
103,20200109,13250,13300,13100,13100,19050,5.48
104,20200110,13200,13250,13050,13100,12195,5.47
105,20200113,13100,13300,13100,13250,14147,5.47
106,20200114,13250,13300,13200,13300,15271,5.51
107,20200115,13300,13400,13200,13350,15625,5.52
108,20200116,13400,13400,13150,13250,52044,5.52
109,20200117,13250,13300,13200,13250,46282,5.51
110,20200120,13250,13300,13200,13250,29437,5.49
111,20200121,13300,13300,13200,13250,34299,5.47
112,20200122,13250,13350,13200,13350,13793,5.47
113,20200123,13350,13350,13200,13350,17734,5.48
114,20200128,13050,13150,12800,12950,94293,5.47
115,20200129,13000,13050,12900,12950,33098,5.4
116,20200130,13000,13050,12900,12900,42061,5.38
117,20200131,12900,13000,12750,12800,61630,5.35
118,20200203,12700,12850,12600,12750,79555,5.36
119,20200204,12900,12900,12750,12800,22696,5.37
120,20200205,12900,12900,12750,12800,17256,5.38
121,20200206,12900,13300,12850,13150,44922,5.39
122,20200207,13200,13200,13000,13150,11770,5.39
123,20200210,13150,13150,12950,12950,16934,5.39
124,20200211,12950,13100,12900,13000,22135,5.4
125,20200212,13000,13100,12950,13050,9836,5.4
126,20200213,13050,13150,13000,13100,10033,5.4
127,20200214,13150,13150,13000,13000,8361,5.39
128,20200217,13000,13050,12900,13050,13330,5.39
129,20200218,13100,13100,12900,13000,84008,5.39
130,20200219,13050,13050,12900,12950,8440,5.39
131,20200220,13000,13050,12800,12950,24622,5.39
132,20200221,12900,12950,12750,12800,41764,5.39
133,20200224,12600,12650,12550,12650,68419,5.36
134,20200225,12600,12700,12500,12700,38185,5.38
135,20200226,12700,12800,12600,12750,65519,5.73
136,20200227,12800,12900,12650,12700,27949,5.7
137,20200228,12600,12650,12250,12350,148952,5.52
138,20200302,12350,12500,12200,12350,78228,5.46
139,20200303,12450,12600,12350,12400,52257,5.39
140,20200304,12400,12500,12400,12500,16914,5.38
141,20200305,12550,12650,12500,12550,48740,5.31
142,20200306,12500,12600,12300,12400,37120,5.28
143,20200309,12300,12350,12100,12200,84270,5.28
144,20200310,12050,12250,11950,12150,79128,5.29
145,20200311,12200,12200,11900,11950,59053,5.33
146,20200312,11850,11900,11250,11450,142508,5.33
147,20200313,10900,11300,10250,11150,233358,5.35
148,20200316,11200,11250,10550,10750,99527,5.37
149,20200317,10250,10600,10150,10350,78577,5.39
150,20200318,10500,10500,10000,10000,85187,5.43
151,20200319,10000,10100,8750,9050,206809,5.34
152,20200320,9030,9840,8800,9000,148607,5.24
153,20200323,8760,8760,7990,8040,203387,5.28
154,20200324,8010,8280,8010,8250,156951,5.3
155,20200325,8610,8880,8400,8700,160812,5.3
156,20200326,8710,8980,8620,8690,156027,5.31
157,20200327,8880,9180,8740,8960,158312,5.33
158,20200330,8780,8980,8630,8950,88953,5.33
159,20200331,9150,9340,9050,9280,60850,5.34
160,20200401,9280,9340,9180,9180,72347,5.29
161,20200402,9170,9400,8920,9370,77169,5.32
162,20200403,9360,9450,9250,9440,65944,5.34
163,20200406,9390,9990,9390,9920,112210,5.42
164,20200407,10100,10250,9920,10000,109348,5.31
165,20200408,10000,10200,9900,10100,91434,5.25
166,20200409,10350,10350,10100,10300,63146,5.24
167,20200410,10450,10550,10250,10450,46610,5.25
168,20200413,10500,10850,10400,10450,53958,5.25
169,20200414,10600,10650,10450,10550,33240,5.26
170,20200416,10500,10550,10350,10500,62399,5.27
171,20200417,10700,10800,10600,10750,56536,5.27
172,20200420,10750,10800,10550,10600,65900,5.29
173,20200421,10500,11150,10400,10500,103958,5.26
174,20200422,10450,10600,10350,10550,32234,6.84
175,20200423,10750,10750,10550,10650,22103,6.86
176,20200424,10600,10800,10550,10700,42910,6.85
177,20200427,10800,10950,10700,10950,52736,8.18
178,20200428,10900,11100,10850,10950,31113,8.18
179,20200429,11000,11550,10900,11400,69025,8.22
