,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20190807,132000,132000,128500,129000,1410,13.09
1,20190808,132000,132000,127000,130000,1559,13.09
2,20190809,131500,132000,131000,131000,231,13.09
3,20190812,129000,130500,128500,129000,836,13.08
4,20190813,128000,129000,127000,127000,905,13.08
5,20190814,130000,130000,127500,129000,296,13.08
6,20190816,128500,128500,124000,125000,2798,13.12
7,20190819,127000,128000,125000,128000,1765,13.11
8,20190820,128500,132500,125000,132000,1598,13.14
9,20190821,131500,132500,130000,132000,1184,13.14
10,20190822,132500,133500,132000,132500,858,13.14
11,20190823,132500,132500,130500,132500,358,13.14
12,20190826,129500,131000,129500,130000,729,13.14
13,20190827,130000,132000,129000,129500,742,13.12
14,20190828,130500,130500,130000,130500,965,13.11
15,20190829,131500,131500,130000,130500,449,13.1
16,20190830,131500,134000,131000,133500,814,13.1
17,20190902,134000,134000,132500,134000,267,13.1
18,20190903,135000,138000,134500,134500,957,13.1
19,20190904,136000,136000,133500,135500,292,13.1
20,20190905,137500,139500,135500,137000,1324,13.24
21,20190906,138000,139000,138000,138000,293,13.23
22,20190909,138000,140000,137500,138500,564,13.23
23,20190910,138500,139000,136500,137000,522,13.23
24,20190911,138000,139000,138000,138000,1206,13.39
25,20190916,139000,141000,138500,140500,3203,13.53
26,20190917,140500,141500,140000,140000,515,13.53
27,20190918,140000,142000,140000,141000,1398,13.53
28,20190919,141000,142000,140500,141000,936,13.52
29,20190920,141000,142000,140000,141500,1320,13.5
30,20190923,142000,143500,140000,140500,1724,13.46
31,20190924,140000,143000,139000,141500,1569,13.47
32,20190925,140500,144000,140000,140500,1157,13.45
33,20190926,140500,142000,139500,140500,726,13.45
34,20190927,139500,140000,139000,139000,276,13.45
35,20190930,140000,144000,140000,140500,712,13.45
36,20191001,140500,149500,140500,147000,9986,13.43
37,20191002,146500,148500,144000,145000,2124,13.44
38,20191004,145000,145500,143000,143000,884,13.45
39,20191007,142500,144500,141500,144000,841,13.52
40,20191008,142000,145000,142000,144000,519,13.52
41,20191010,143000,143500,141500,143000,428,13.52
42,20191011,143000,146500,143000,146000,852,13.53
43,20191014,146000,148000,146000,146500,1630,13.48
44,20191015,145500,148500,145500,148500,1973,13.51
45,20191016,149000,149500,147000,149500,1385,13.5
46,20191017,149500,152000,148000,150000,1740,13.48
47,20191018,150000,151000,148000,148000,667,13.44
48,20191021,146000,147500,145500,145500,1083,13.43
49,20191022,146000,148000,145500,146000,539,13.43
50,20191023,146000,146000,144500,145000,631,13.43
51,20191024,145000,151000,145000,150000,1297,13.44
52,20191025,149500,150000,147500,149500,1869,13.45
53,20191028,150000,155500,150000,155000,7502,13.46
54,20191029,153500,155500,151500,152500,3290,13.43
55,20191030,152500,154000,151500,153000,411,13.44
56,20191031,153000,154000,151000,154000,1190,13.44
57,20191101,153500,154500,152000,154500,2047,13.46
58,20191104,155000,158000,154000,157500,4126,13.48
59,20191105,157500,158500,156500,158000,1891,13.59
60,20191106,158000,158500,155000,158000,1679,13.65
61,20191107,158000,158000,156500,157500,725,13.65
62,20191108,158000,158000,155500,155500,969,13.65
63,20191111,157000,157500,153500,155500,1011,13.65
64,20191112,155500,157000,155500,156500,562,13.65
65,20191113,156500,157000,153500,157000,1341,13.65
66,20191114,155500,157000,155000,156500,265,13.65
67,20191115,156500,157000,155000,157000,632,13.64
68,20191118,157000,159000,156000,158500,1279,13.64
69,20191119,158500,158500,156000,156500,1097,13.63
70,20191120,157000,158500,153000,154500,2055,13.61
71,20191121,155500,156000,154000,155000,1223,13.6
72,20191122,159000,174500,150500,151500,11291,13.62
73,20191125,155000,166500,155000,159000,26061,13.58
74,20191126,169500,206500,169000,206500,627242,13.54
75,20191127,227000,249500,203500,218500,984961,7.78
76,20191128,209000,214000,186000,189500,277318,7.84
77,20191129,197000,200000,178500,182000,179778,7.81
78,20191202,183000,186000,174500,175500,92314,7.81
79,20191203,170000,177000,165500,167500,82161,7.84
80,20191204,166000,168500,162500,164500,46165,7.78
81,20191205,179500,200500,167000,197000,296351,7.81
82,20191206,194000,201000,180000,186500,148195,7.58
83,20191209,183000,190500,173500,173500,57515,7.9
84,20191210,172000,183500,170000,173000,61203,7.89
85,20191211,171500,174000,169000,169500,29340,7.86
86,20191212,173500,175000,170000,170000,30590,7.8
87,20191213,170500,176500,169000,170500,29082,7.8
88,20191216,172500,173500,169000,170000,18872,7.79
89,20191217,169500,172500,167000,170000,26822,7.88
90,20191218,171000,184000,169500,177500,52805,7.84
91,20191219,177500,179500,173000,175000,19958,7.88
92,20191220,174000,177500,174000,174500,15549,7.98
93,20191223,174500,179500,174000,175500,20407,7.99
94,20191224,175500,189000,173000,186000,77050,7.84
95,20191226,187500,188000,183500,184000,23105,7.9
96,20191227,182000,187500,179500,185500,22366,7.92
97,20191230,186000,190500,182500,187000,27489,7.96
98,20200102,195000,196000,184000,184000,37808,7.98
99,20200103,184000,185500,178500,179000,25522,8.07
100,20200106,175000,179000,173000,174500,16747,8.24
101,20200107,175500,179000,174000,179000,13378,8.28
102,20200108,177000,177500,167000,169500,28561,8.23
103,20200109,174500,178000,172000,175000,11721,8.3
104,20200110,175000,194000,173500,184500,132720,7.72
105,20200113,183000,184500,179000,180500,25380,8.16
106,20200114,181000,189000,180000,183000,28056,8.23
107,20200115,184000,186000,181000,183500,14000,8.11
108,20200116,182000,184500,180500,183000,15157,8.17
109,20200117,180000,183000,179500,181000,15784,8.4
110,20200120,182000,183500,178500,179000,13309,8.36
111,20200121,180000,180000,175000,175500,12217,8.45
112,20200122,175500,177500,174500,177000,8463,8.51
113,20200123,178000,178000,173500,173500,11821,8.42
114,20200128,166500,172500,163500,169000,19300,8.2
115,20200129,169500,173500,168000,172000,7808,8.2
116,20200130,171000,176500,170500,174500,13879,8.2
117,20200131,171500,174500,168500,169000,10129,8.2
118,20200203,163000,168500,163000,168500,12446,8.36
119,20200204,168000,175000,165500,171500,12872,8.51
120,20200205,174000,176000,171500,172500,13148,8.43
121,20200206,173000,175500,172500,174500,6017,8.56
122,20200207,173500,175000,172500,173500,4217,8.48
123,20200210,172000,173000,171000,172500,5573,8.48
124,20200211,172000,176000,172000,174500,5528,8.61
125,20200212,175000,176500,171500,175000,9526,8.62
126,20200213,176000,178500,175000,175500,11793,8.58
127,20200214,174500,176000,173500,174500,8227,8.56
128,20200217,172000,174500,171000,173000,7307,8.58
129,20200218,174000,174500,171000,172000,6377,8.44
130,20200219,172500,173500,170000,172000,10838,8.26
131,20200220,171000,173000,169000,170000,9034,8.28
132,20200221,168500,170500,166000,170000,11310,8.27
133,20200224,166000,171500,165500,169500,22155,8.43
134,20200225,167500,173500,167500,172500,6910,8.44
135,20200226,169500,175500,169500,175500,8604,8.46
136,20200227,171500,173500,168500,169000,13155,8.36
137,20200228,167500,171000,163000,163500,11501,8.48
138,20200302,163500,165000,161500,162000,8101,8.5
139,20200303,164000,166500,160500,161000,9379,8.63
140,20200304,163000,166000,161500,166000,11585,8.62
141,20200305,167000,173500,166500,170500,7975,8.69
142,20200306,170000,170000,166000,167000,5746,8.69
143,20200309,164000,165000,157000,157500,13902,8.44
144,20200310,152500,158000,149000,154500,12121,8.46
145,20200311,158000,163500,150000,152000,17442,8.42
146,20200312,149000,153000,137000,138000,19883,8.19
147,20200313,121000,131500,117500,126500,38887,8.5
148,20200316,126000,130000,115000,115000,24193,8.65
149,20200317,105000,114500,103000,109000,25395,8.48
150,20200318,112000,113500,103500,103500,18426,8.38
151,20200319,103500,108000,87100,88000,33390,7.97
152,20200320,89500,94000,86800,93800,29809,7.91
153,20200323,85200,91200,84700,89500,17597,7.92
154,20200324,92500,114000,90000,111000,40085,7.9
155,20200325,116000,124000,106500,114500,46487,7.88
156,20200326,116500,119000,111000,113000,26996,7.89
157,20200327,118500,120500,110500,114500,26231,8.05
158,20200330,109000,115500,109000,114500,13329,8.28
159,20200331,118500,119500,114500,119000,18622,8.02
160,20200401,117500,152000,115000,133000,102604,8.0
161,20200402,132500,138000,124000,136500,26642,8.1
162,20200403,141000,142500,133500,136000,17039,8.13
163,20200406,138000,141000,133000,137500,16854,8.11
164,20200407,141500,142000,135500,137500,18612,8.07
165,20200408,135000,136000,132000,133000,21749,8.26
166,20200409,137500,138000,132500,133000,9657,7.83
167,20200410,133500,139500,130500,139000,22259,7.9
168,20200413,138000,141500,135000,135500,18322,7.86
169,20200414,137000,140000,135500,137000,10718,7.93
170,20200416,136000,138000,134000,137000,10024,8.03
171,20200417,138000,153500,138000,145000,43868,8.17
172,20200420,145000,148500,144000,146500,13513,8.04
173,20200421,144000,146500,138500,143500,21358,8.08
174,20200422,142000,143500,138500,143500,9117,8.13
175,20200423,144000,145000,142500,144000,6899,8.14
176,20200424,143000,144500,140500,142000,8465,8.05
177,20200427,144000,147000,142500,147000,8848,8.06
178,20200428,148000,151000,144500,150500,12708,8.04
179,20200429,153000,157500,151000,157500,23017,8.0
180,20200504,155500,164000,153000,162000,24983,7.89
181,20200506,163500,181500,162500,170500,84704,7.69
182,20200507,170500,173000,166500,171000,18157,7.77
183,20200508,171000,176000,171000,174000,20969,7.56
184,20200511,175000,192000,175000,187000,86427,7.76
185,20200512,189500,191000,181500,189000,32226,7.26
186,20200513,185000,193500,183000,193500,29019,7.29
187,20200514,191500,196000,189000,195500,27903,6.97
188,20200515,195000,198500,192000,196500,31819,6.64
189,20200518,195500,230000,183500,220500,148554,6.45
190,20200519,227500,237500,212000,217500,187211,6.1
191,20200520,220000,225000,207000,211000,150812,6.09
192,20200521,215000,218500,210000,210000,85671,5.96
193,20200522,210500,215500,206000,212500,41909,6.23
194,20200525,215500,220500,211000,220500,45489,6.41
195,20200526,222500,229500,220500,228000,51830,6.05
196,20200527,233000,238500,224000,227500,52837,6.2
197,20200528,231000,233000,213500,216500,51281,6.28
198,20200529,214000,220000,210000,211000,27179,6.68
199,20200601,210000,214000,210000,212500,25257,6.85
200,20200602,213000,214500,211000,212500,13013,6.86
201,20200603,213000,214500,208000,208000,20041,6.7
202,20200604,209500,210500,202000,202000,23682,6.9
203,20200605,202000,215000,197500,213000,45883,6.82
204,20200608,218500,220000,212000,216000,26616,6.44
205,20200609,217000,217500,212500,216000,27059,6.18
206,20200610,218000,219500,214500,217000,30183,6.27
207,20200611,218500,247500,217000,246500,162244,6.26
208,20200612,241000,298000,231000,285000,497135,4.28
209,20200615,291500,370500,291500,370500,302303,3.94
210,20200616,449000,479000,377500,425500,717055,1.99
211,20200617,414500,526000,399500,470000,100836,1.99
212,20200618,483000,525000,451000,473000,58638,1.99
213,20200619,456000,456000,374000,378500,66350,1.99
214,20200622,409000,458500,354000,388500,205651,1.96
215,20200623,399500,401500,323500,376500,276809,1.96
