,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20200922,65000,69500,45500,45500,708165,1.64
1,20200923,45000,47000,34250,39450,1705999,1.42
2,20200924,37000,41450,36100,37150,570786,0.87
3,20200925,38000,44850,35650,36050,725075,0.86
4,20200928,37500,38850,35650,35700,117575,0.87
5,20200929,36350,36800,33700,35800,182542,0.92
6,20201005,35000,35450,34000,34500,107052,0.99
7,20201006,34700,35600,33800,33950,111685,0.92
8,20201007,33750,33850,33350,33500,56396,1.14
9,20201008,33750,33950,31750,31750,119881,1.03
10,20201012,31750,31800,29600,29950,148506,1.01
11,20201013,30050,32800,28900,30450,346565,1.03
12,20201014,30500,36950,30100,33250,678497,0.79
13,20201015,32900,33000,30200,30200,182621,1.01
14,20201016,29700,31450,27650,28650,133464,0.93
15,20201019,29350,31600,28350,29650,108317,1.07
16,20201020,29300,30500,28950,29700,58022,1.1
17,20201021,29950,31150,29350,30200,44544,1.22
18,20201022,30050,30950,29400,30100,57802,0.91
19,20201023,30300,30550,29150,29150,52268,1.0
20,20201026,29150,29200,26750,26900,63753,0.87
21,20201027,26350,28350,26100,26700,74178,0.85
22,20201028,27000,27300,26600,26750,40855,0.95
23,20201029,25750,26700,25700,26250,33551,0.81
24,20201030,26150,27250,25750,25850,42508,0.79
25,20201102,26000,26150,25200,25350,35197,0.8
26,20201103,25700,25750,24800,24850,73326,1.27
27,20201104,24900,26250,24700,25250,77755,1.25
28,20201105,25250,26500,25200,25700,47388,1.36
29,20201106,26050,26100,25400,25650,24525,1.26
30,20201109,25800,28800,25800,27400,177347,0.91
31,20201110,27050,28500,26600,27800,85574,0.78
32,20201111,27900,28150,27150,27350,34459,0.8
33,20201112,27500,28250,27150,27300,35204,0.78
34,20201113,27300,27800,26650,26750,31266,0.8
35,20201116,27000,27000,26150,26250,31265,0.81
36,20201117,26000,28800,25950,27200,76604,0.62
37,20201118,27250,27300,26600,26950,33884,0.64
38,20201119,26850,27300,26150,26500,34016,0.76
39,20201120,26350,26750,26000,26100,25331,0.64
40,20201123,25850,26700,25850,26100,34511,0.68
41,20201124,26450,26450,25650,25950,31760,0.66
42,20201125,26100,26450,25450,26150,41919,0.47
43,20201126,26900,28650,26650,27100,111785,0.74
44,20201127,27150,27150,26200,26700,39966,0.65
45,20201130,26700,26700,26000,26400,26512,0.72
46,20201201,26450,27300,25900,26900,44437,0.79
47,20201202,27000,27050,26200,26400,24042,0.61
48,20201203,26100,26400,25850,25900,29168,0.55
49,20201204,26150,26150,25500,25750,22151,0.53
50,20201207,25500,25550,24700,24900,32483,0.56
51,20201208,24700,25650,24450,24800,27227,0.49
52,20201209,24850,25300,24550,24850,16928,0.52
53,20201210,24800,25650,24500,25500,29539,0.58
54,20201211,25500,26050,25350,25900,21710,0.67
55,20201214,26050,26050,25400,25900,19181,0.69
56,20201215,25650,26000,25400,25850,13067,0.67
57,20201216,25900,26050,25350,25400,19775,0.68
58,20201217,25350,25550,24800,25200,26000,0.73
59,20201218,25250,26700,24950,26450,68488,1.18
60,20201221,26400,26900,25650,26600,29721,0.86
61,20201222,26150,26750,25500,25800,28157,0.61
62,20201223,25900,26400,25250,25750,26856,0.62
63,20201224,25900,26050,25500,25750,15932,0.6
64,20201228,25800,26200,25400,25750,17211,0.68
65,20201229,25450,26100,25200,26100,17400,0.7
66,20201230,26100,27350,25700,27250,62736,1.55
67,20210104,27250,27250,26550,26750,35872,1.02
68,20210105,26600,27000,26150,26200,31473,0.89
69,20210106,26500,26500,25450,25700,37033,0.73
70,20210107,25700,26350,25550,25800,30838,0.89
71,20210108,25800,26000,25200,25800,33369,0.78
72,20210111,25850,26250,24850,25300,57434,0.65
73,20210112,25350,25550,24900,25300,20208,0.66
74,20210113,25500,25600,25000,25350,18510,0.7
75,20210114,25400,25700,25300,25500,18225,0.73
76,20210115,25700,26200,25400,25850,24403,0.74
77,20210118,25850,25900,25200,25400,18946,0.77
78,20210119,25400,25900,25250,25600,15898,0.81
79,20210120,25500,25600,25100,25300,26877,0.86
80,20210121,25250,25550,25100,25300,23790,0.73
81,20210122,25400,25400,25000,25100,21489,0.63
82,20210125,25100,25350,24900,25000,20526,0.68
83,20210126,25050,25250,24800,24900,21110,0.61
