,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20191017,46050,46550,41700,42850,1716081,1.97
1,20191018,42750,44350,41200,43500,497338,1.48
2,20191021,44500,49700,43550,47650,779656,1.55
3,20191022,48150,49650,46150,48600,345771,1.28
4,20191023,48600,48900,47150,47450,98312,1.28
5,20191024,48050,48150,45000,47550,108238,1.4
6,20191025,47050,47200,45650,46650,78976,1.41
7,20191028,46650,46650,43800,44000,125563,1.47
8,20191029,43650,45650,41600,41850,176240,1.25
9,20191030,42000,44000,41300,41850,145254,1.25
10,20191031,41950,42500,39050,40500,144212,1.25
11,20191101,40500,43000,40050,43000,81383,1.54
12,20191104,43200,43800,41800,42600,67106,1.58
13,20191105,42650,42650,41550,41900,23042,1.58
14,20191106,41850,42200,40000,40400,43717,1.6
15,20191107,40400,41800,39450,39650,63348,1.73
16,20191108,40200,40250,37800,37900,54605,1.73
17,20191111,38150,42800,37850,40050,172671,1.72
18,20191112,40500,42400,40100,41050,54138,1.69
19,20191113,41000,41000,38050,38800,103657,1.54
20,20191114,38650,41700,38000,40900,95510,1.48
21,20191115,39750,42750,39650,42000,130927,1.6
22,20191118,41800,42950,40650,40700,74308,1.53
23,20191119,40700,42050,40000,40850,437565,1.5
24,20191120,41500,43450,41100,42100,202518,0.79
25,20191121,42450,42450,39550,40650,112703,0.79
26,20191122,40900,42600,40150,42500,121300,0.86
27,20191125,42500,43600,42000,43150,101067,0.8
28,20191126,43250,44550,42650,42950,180898,0.87
29,20191127,43200,44550,42400,44400,118896,0.89
30,20191128,45000,46400,44500,44800,261213,0.89
31,20191129,45300,45300,41700,42550,146193,0.84
32,20191202,42950,43050,38000,38500,359199,1.06
33,20191203,38800,38950,35550,37100,239805,1.38
34,20191204,37250,38900,37050,37450,133063,1.37
35,20191205,38500,38500,34400,34500,167900,1.45
36,20191206,34950,36450,34900,36050,60253,1.49
37,20191209,36550,36550,34000,34800,82669,1.45
38,20191210,34550,35550,34400,35000,37638,1.47
39,20191211,35050,37000,35050,36700,97430,1.27
40,20191212,37000,38100,36750,36850,62940,1.26
41,20191213,36750,37000,32100,32350,600588,1.29
42,20191216,31600,31600,30550,30850,340267,1.02
43,20191217,31250,32500,31000,32400,255910,1.11
44,20191218,31900,32200,29750,30150,438278,0.49
45,20191219,30700,30850,30150,30250,102750,0.42
46,20191220,30250,30500,29800,30250,95012,0.41
47,20191223,30400,30850,29700,29700,102766,0.41
48,20191224,29600,29800,28150,28150,172202,0.42
49,20191226,28150,28900,28150,28550,92240,0.63
50,20191227,29050,29950,29000,29600,117944,0.67
51,20191230,29550,30050,29200,30050,68912,0.62
52,20200102,29850,30050,29450,29900,68729,0.62
53,20200103,29900,30500,29800,29950,70036,0.56
54,20200106,29300,29700,28850,29000,66296,0.5
55,20200107,29300,29500,28700,28850,67168,0.48
56,20200108,28550,28600,26350,26950,177026,0.41
57,20200109,27550,28850,27400,28500,112138,0.67
58,20200110,28700,29300,28250,28900,96750,0.46
59,20200113,29000,29900,29000,29600,86635,0.44
60,20200114,29700,30400,29600,29950,97771,0.53
61,20200115,30150,30700,29300,30200,71550,0.57
62,20200116,30150,30650,30000,30100,65538,0.54
63,20200117,30150,30400,29350,29750,76482,0.58
64,20200120,29600,30900,29450,30450,106878,0.7
65,20200121,30350,32200,30250,32200,231869,0.73
66,20200122,32200,32700,31550,32500,109681,0.55
67,20200123,32700,32700,31700,31950,69984,0.52
68,20200128,29000,30400,28850,29950,114085,0.51
69,20200129,30400,30600,29750,30550,62906,0.55
70,20200130,30800,31500,29500,29750,108958,0.32
71,20200131,30050,31300,29750,30950,90295,0.46
72,20200203,30600,31650,29850,31250,68038,0.42
73,20200204,31400,32150,31300,32150,62907,0.46
74,20200205,32150,32650,31950,32400,65495,0.3
75,20200206,32350,32350,31450,31950,72748,0.25
76,20200207,31950,31950,30850,31250,65185,0.22
77,20200210,31350,31550,30700,31500,20858,0.22
78,20200211,31600,32000,31000,31300,66102,0.23
79,20200212,31000,31250,29450,29950,214128,0.1
80,20200213,29800,29800,28650,28850,153832,0.12
81,20200214,28250,30350,28250,30300,191232,0.6
82,20200217,30500,30500,29850,30300,54972,0.54
83,20200218,30300,30350,29200,29300,99484,0.42
84,20200219,29200,29700,28900,29100,38069,0.38
85,20200220,29100,29900,28900,29100,39460,0.23
86,20200221,28900,29400,28250,28550,46300,0.18
87,20200224,27800,27800,26200,26200,143092,0.09
88,20200225,25950,26600,25250,25900,95841,0.29
89,20200226,25100,25400,24450,24700,127198,0.3
90,20200227,24800,25450,23650,23800,104306,0.13
91,20200228,22950,23450,22000,22250,137070,0.12
92,20200302,22600,23100,21700,22850,61282,0.33
93,20200303,23800,24500,22700,22950,79829,0.19
94,20200304,22800,24200,22800,24100,37578,0.34
95,20200305,24400,24500,23850,24100,41347,0.23
96,20200306,23900,23900,23100,23400,31577,0.13
97,20200309,23000,23000,21700,22000,53831,0.07
98,20200310,21700,22450,21300,22250,62873,0.06
99,20200311,22500,22500,19500,20200,108277,0.15
100,20200312,20000,20400,18850,19000,70372,0.29
101,20200313,16800,17350,14300,16800,159615,0.51
102,20200316,16900,17400,15350,15350,58474,0.65
103,20200317,14200,16900,14200,16500,89525,1.08
104,20200318,16500,18000,16050,16150,49352,0.97
105,20200319,16500,16850,13450,13700,98089,0.88
106,20200320,14150,15000,14000,15000,63639,1.03
107,20200323,14200,14300,13450,14300,46088,0.95
108,20200324,14500,15700,14500,15350,37383,1.01
109,20200325,15900,16350,15500,15900,68230,1.03
110,20200326,16100,17300,15950,16550,73640,1.11
111,20200327,16950,17400,15550,16250,60789,1.05
112,20200330,15950,17200,15500,17100,45780,0.99
113,20200331,17200,19100,17100,18150,98204,0.82
114,20200401,18150,18750,17500,18200,47272,0.71
115,20200402,18050,18400,17750,18300,39361,0.62
116,20200403,18550,19850,18400,19350,97485,0.51
117,20200406,19850,20350,19400,20200,93711,0.6
118,20200407,20700,20700,19250,20200,64595,0.52
119,20200408,19950,21600,19550,20850,63211,0.51
120,20200409,21400,21700,20950,21250,32844,0.51
121,20200410,21550,22100,21050,21550,66705,0.56
122,20200413,21650,21700,20200,20300,49204,0.48
123,20200414,20750,20750,20000,20500,36650,0.58
124,20200416,20100,20600,19650,20550,31607,0.74
125,20200417,20800,21450,20750,21250,48539,0.77
126,20200420,21400,21650,21100,21550,37268,0.91
127,20200421,21550,21600,19600,21200,67261,0.84
128,20200422,20800,21000,20050,21000,31175,0.88
129,20200423,21300,21950,21000,21950,58347,0.97
130,20200424,21900,21900,21050,21350,35726,0.89
131,20200427,21500,21500,21000,21400,26632,0.97
132,20200428,21400,21550,20650,20950,25484,0.96
133,20200429,20750,21050,20450,20500,41667,0.97
134,20200504,19950,20150,19650,19700,55220,1.18
135,20200506,20000,20450,19900,20400,38753,1.48
136,20200507,20600,23550,20200,23100,284674,1.51
137,20200508,23800,24800,23600,24150,173318,1.45
138,20200511,24150,27950,23100,26400,331776,1.24
139,20200512,27000,28200,26150,27150,219606,1.28
140,20200513,26950,29000,25350,28700,178365,1.21
141,20200514,28250,30350,28050,29800,215504,0.83
142,20200515,30400,30500,29150,30450,170997,0.73
143,20200518,30200,36250,30000,34000,1095505,0.3
144,20200519,36150,36600,31350,32850,634953,0.28
145,20200520,34100,35800,33050,34200,1025851,0.24
146,20200521,34700,35650,31450,31700,619526,0.37
147,20200522,31300,31500,29150,29850,352289,0.28
148,20200525,31150,33800,30850,32700,707435,0.86
149,20200526,34300,38500,33350,36400,2108389,0.27
150,20200527,36650,36650,35850,36400,153073,0.27
151,20200528,36600,36600,34400,35450,119548,0.27
152,20200529,34700,34700,33000,33350,156837,0.27
153,20200601,33700,33950,31900,32850,218501,0.23
154,20200602,32650,34900,32100,33950,245835,0.29
155,20200603,34100,35150,32700,33100,158661,0.18
156,20200604,32750,34100,32550,33350,134298,0.25
157,20200605,33400,33400,32450,32500,261328,0.24
158,20200608,32650,32750,30850,31300,167926,0.22
159,20200609,31800,31950,30250,30800,142025,0.32
160,20200610,30750,32100,30000,30500,207100,0.35
161,20200611,30500,30700,29700,30000,124134,0.3
162,20200612,28500,29400,28050,29000,152337,0.61
163,20200615,29000,29500,25850,25900,188326,0.47
164,20200616,26600,27950,26600,27550,90400,0.98
165,20200617,27500,27800,26000,26850,94241,1.02
166,20200618,26900,28250,26600,28200,96100,0.95
167,20200619,29450,30500,28700,29200,303426,0.81
168,20200622,29650,30500,29350,30250,124152,0.52
169,20200623,31050,31950,29950,31800,252440,0.41
170,20200624,34000,35450,31000,31800,546876,0.24
171,20200625,30950,30950,30100,30350,117075,0.27
172,20200626,30500,30800,29350,29500,115079,0.3
173,20200629,28750,29300,27800,28300,79039,0.29
174,20200630,28400,29100,28350,28800,50246,0.36
175,20200701,29000,29300,28600,28650,42378,0.3
176,20200702,28650,29500,28350,29000,35501,0.38
177,20200703,29450,29450,28600,29050,40144,0.38
178,20200706,28750,29350,28600,29300,46746,0.46
179,20200707,29350,29750,28700,28700,58438,0.35
180,20200708,28700,29550,28650,29200,50375,0.54
181,20200709,29200,30800,29200,30450,144588,0.75
182,20200710,30500,30650,28800,29800,72358,0.42
183,20200713,30100,32200,29650,32050,250574,0.92
184,20200714,32000,32750,31000,31600,219441,0.35
185,20200715,31700,33250,31200,31850,230913,0.22
186,20200716,32250,32250,30900,31400,73952,0.14
187,20200717,31050,31250,30350,30950,72292,0.11
188,20200720,30900,31000,30000,30050,60102,0.1
189,20200721,30450,30450,29700,30150,51643,0.08
190,20200722,29950,30300,29750,29850,46451,0.1
191,20200723,29750,30000,29000,29100,70553,0.09
192,20200724,28600,29350,28500,28900,55840,0.17
193,20200727,28650,29300,28650,28950,34419,0.19
