,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20211202,13300,17250,13300,17250,329183,0.1
1,20211203,22400,22400,18000,18000,2405540,0.56
2,20211206,17450,18600,15550,15850,519826,0.32
3,20211207,15500,18350,15000,15200,952264,0.6
4,20211208,17500,19750,16050,19750,1479537,0.8
5,20211209,21000,25650,21000,25650,1145596,1.17
6,20211210,33300,33300,33300,33300,115621,1.32
7,20211213,40000,42800,28600,36000,3785734,1.16
8,20211214,33900,39800,33150,37000,1233256,1.01
9,20211215,36300,37700,32000,32000,585731,0.98
10,20211216,30800,34500,29150,31600,776321,0.98
11,20211217,30650,31800,28700,29000,372715,1.0
12,20211220,28300,29950,26400,26850,292845,0.98
13,20211221,26850,27600,25150,25400,343507,0.98
14,20211222,27300,31350,25750,28350,1001038,1.06
15,20211223,27900,27950,24400,25200,311785,1.0
16,20211224,24700,25000,23100,23700,127565,0.99
17,20211227,23100,25600,23000,24800,244730,1.02
18,20211228,24400,24700,22750,22750,132740,1.04
19,20211229,24350,26400,22850,22850,452655,0.97
20,20211230,23400,24100,22700,22800,122570,0.97
21,20220103,23150,24050,22850,22950,85269,1.16
22,20220104,22800,22950,21850,22200,68067,1.03
23,20220105,21900,21900,20000,20400,116631,1.09
24,20220106,19800,20300,18950,19600,80536,1.14
25,20220107,20500,25450,20100,25450,1041920,2.19
26,20220110,24000,24000,21650,21650,184383,2.19
27,20220111,21250,22450,21250,22250,88344,2.15
28,20220112,21800,22950,21800,22550,65749,2.15
29,20220113,21700,21700,20950,20950,58145,2.15
30,20220114,20800,21600,20750,21000,40445,2.15
31,20220117,21200,22300,21200,22100,79807,2.15
32,20220118,23950,27700,22300,23100,1202024,1.33
33,20220119,22400,24550,21450,21700,246429,1.41
34,20220120,21700,24500,21000,22800,503372,0.47
35,20220121,22300,24150,22200,22750,232011,0.12
36,20220124,22300,23600,21500,21750,98964,0.14
37,20220125,22050,22450,19550,19900,104818,0.14
38,20220126,20300,20450,19500,19750,56618,0.25
39,20220127,19850,19850,17850,17850,90087,0.24
40,20220128,18550,20400,18200,18300,171629,0.06
41,20220203,19000,19300,18450,18650,44058,0.3
42,20220204,18650,21600,18650,19500,261042,0.11
43,20220207,19750,20100,19350,19600,31351,0.17
44,20220208,19850,19850,19100,19250,29549,0.2
45,20220209,19500,21400,19450,21250,114675,0.86
46,20220210,21800,22350,20050,20150,103078,0.08
47,20220211,19900,22700,19550,20850,319815,0.92
48,20220214,20400,21500,19900,20100,91561,1.69
49,20220215,20100,21200,19550,19800,67453,1.56
50,20220216,19950,20150,19400,19750,67585,1.24
51,20220217,19950,20600,18150,19400,57885,1.18
52,20220218,19100,19600,19000,19250,27494,1.13
53,20220221,18950,18950,18300,18450,27623,0.69
54,20220222,17800,18200,17800,17950,15014,0.6
55,20220223,18300,18650,18050,18650,18937,0.6
56,20220224,18350,18350,17500,17700,14732,0.59
57,20220225,17950,17950,17650,17800,13766,0.59
58,20220228,17650,18450,17650,18450,9844,0.59
59,20220302,18400,19150,18050,18750,29762,0.92
60,20220303,18950,19700,18750,19050,32970,1.19
61,20220304,19200,19200,18500,18700,18741,1.05
62,20220307,18500,18600,17700,17700,20572,0.84
63,20220308,17350,17800,17050,17100,30826,0.87
64,20220310,17350,17650,17150,17250,11883,0.82
65,20220311,17250,17350,16700,16750,23845,0.69
66,20220314,16800,16800,16200,16400,10999,0.6
67,20220315,16400,21050,16200,18200,761516,0.8
68,20220316,17600,17600,17000,17150,66473,0.33
69,20220317,17600,17650,17300,17600,31869,0.31
70,20220318,17700,18500,17600,18400,23669,0.29
71,20220321,18750,18950,18050,18100,37706,0.81
72,20220322,18000,18500,18000,18050,16298,0.87
73,20220323,18100,18200,18000,18050,21343,0.8
74,20220324,17850,18650,17850,17950,20928,0.88
75,20220325,18000,18200,17750,17750,18852,0.87
76,20220328,17850,18500,17600,18000,30621,1.01
77,20220329,18000,19300,18000,18700,62335,1.18
78,20220330,18700,19150,18350,18500,28481,0.96
79,20220331,18250,18500,18000,18200,21160,1.05
80,20220401,18050,18650,17850,18400,13964,1.13
81,20220404,18400,18800,18200,18450,15183,1.02
82,20220405,18700,18700,18200,18400,11063,0.98
83,20220406,18200,18400,18000,18100,13286,0.91
84,20220407,18100,21200,17950,19050,324368,0.76
85,20220408,19350,20150,18800,19550,69390,0.9
86,20220411,19800,20150,19100,19100,39466,0.87
87,20220412,19100,19300,18600,18750,21825,0.79
88,20220413,19000,19400,18750,18850,18465,0.85
89,20220414,19000,19300,18650,18650,11649,0.81
90,20220415,18800,20050,18350,19300,52851,0.78
91,20220418,19250,19850,19100,19200,25293,0.83
92,20220419,19550,19650,19150,19350,23052,0.99
93,20220420,19600,20150,19200,19950,46816,1.25
94,20220421,20600,21000,19850,19850,55505,1.02
95,20220422,20050,20050,19600,19800,20109,0.9
96,20220425,19500,19550,18600,18700,33962,0.65
97,20220426,19000,19200,18700,19100,15232,0.72
98,20220427,18700,19000,18500,18850,15511,0.82
99,20220428,18950,19000,18650,18850,7471,0.74
100,20220429,18900,19150,18750,19050,8586,0.68
101,20220502,18900,19000,18600,18800,4058,0.7
102,20220503,18750,19000,18650,18800,7449,0.68
103,20220504,18900,19000,18200,18400,17688,0.63
104,20220506,18300,18350,18100,18100,8774,0.55
105,20220509,18050,18050,17150,17350,16974,0.28
106,20220510,17150,17450,16600,17450,12164,0.48
107,20220511,17550,17550,17250,17300,3200,0.46
108,20220512,17000,17450,16600,16700,10057,0.42
109,20220513,16850,17000,16450,17000,8049,0.52
110,20220516,17000,17150,16850,17000,4911,0.56
111,20220517,17150,19750,17150,17700,331948,0.4
112,20220518,17500,17950,17350,17950,30706,0.77
113,20220519,17400,17850,16950,17500,13689,0.77
114,20220520,17300,17800,17300,17500,5318,0.79
115,20220523,17500,17750,17300,17350,5331,0.77
116,20220524,17400,17500,17050,17150,10651,0.66
117,20220525,17150,17400,16950,17150,9830,0.57
118,20220526,17150,17450,17000,17150,10169,0.55
119,20220527,17150,17300,17100,17200,3491,0.53
120,20220530,17400,17400,17050,17200,4075,0.49
121,20220531,17300,17650,17050,17350,8760,0.52
122,20220602,17400,17500,17150,17200,6006,0.47
123,20220603,17250,17450,17100,17250,4314,0.51
124,20220607,17250,17300,16900,17100,8063,0.42
125,20220608,17150,17150,16850,17100,3937,0.42
126,20220609,16900,17100,16650,16900,11845,0.4
127,20220610,16900,17050,16650,16850,8377,0.48
128,20220613,16600,16600,15700,15900,13813,0.32
129,20220614,15300,15950,15300,15650,8906,0.41
130,20220615,15650,15650,14800,15100,15218,0.32
131,20220616,15150,17000,15150,15650,45313,0.51
132,20220617,15150,15600,15100,15550,9018,0.76
133,20220620,15400,15650,14750,14850,9072,0.61
134,20220621,14950,15200,14900,15200,3450,0.56
135,20220622,15200,15400,14150,14500,11589,0.45
136,20220623,14200,14650,13600,13950,10677,0.51
137,20220624,13900,14400,13850,14300,5547,0.56
138,20220627,14350,14800,14350,14700,4072,0.6
139,20220628,14700,14800,14300,14600,4648,0.61
140,20220629,14200,14650,14200,14600,588,0.61
141,20220630,14650,16750,14350,14950,53496,0.52
142,20220701,14950,15200,14650,14650,5436,0.52
143,20220704,14650,14750,14050,14300,6888,0.49
144,20220705,14300,14650,14250,14500,4580,0.58
145,20220706,14350,14600,14250,14250,3667,0.6
146,20220707,14250,14600,14100,14400,4705,0.62
147,20220708,14400,14900,14350,14600,3604,0.65
148,20220711,14750,14750,14400,14550,2737,0.61
149,20220712,14550,14600,14050,14200,4069,0.59
150,20220713,14250,14600,14150,14350,6147,0.56
151,20220714,14350,14500,14200,14450,1627,0.56
152,20220715,14500,14600,13950,14250,5780,0.49
153,20220718,14400,14750,14300,14600,3392,0.5
154,20220719,14600,15050,14500,15000,2250,0.51
155,20220720,15400,15400,14800,15000,3138,0.48
156,20220721,14800,15050,14600,14800,3160,0.49
157,20220722,14650,16100,14650,14850,45601,0.28
158,20220725,14750,14850,14500,14700,4114,0.31
159,20220726,14700,14750,14550,14650,4052,0.35
160,20220727,14600,14700,14500,14650,2764,0.37
161,20220728,14650,16400,14650,15350,76811,0.46
162,20220729,15400,15650,15050,15500,4706,0.44
163,20220801,15750,15750,15100,15300,5728,0.47
164,20220802,15500,15500,15100,15400,1611,0.44
165,20220803,15400,15500,15250,15300,2423,0.44
166,20220804,15250,15600,15200,15200,2441,0.47
167,20220805,15200,15850,15200,15600,9010,0.47
168,20220808,15300,15600,15300,15400,1882,0.46
169,20220809,15300,15550,15300,15400,3366,0.46
170,20220810,15350,16000,15150,15400,15120,0.44
171,20220811,15450,16250,15400,16000,14707,0.49
172,20220812,16100,16100,15750,15850,2433,0.48
173,20220816,15750,16150,15750,15900,2418,0.48
174,20220817,16600,16900,15700,15750,32838,0.23
175,20220818,15650,16150,15500,15800,5951,0.22
176,20220819,16000,16000,15500,15600,3385,0.2
177,20220822,15450,15500,15100,15100,7298,0.23
178,20220823,15100,15250,14800,15150,4114,0.2
179,20220824,15200,15250,14850,15200,3142,0.16
180,20220825,15050,15700,15050,15200,3243,0.15
181,20220826,15250,15400,15100,15150,2996,0.16
182,20220829,14800,14850,14450,14600,3616,0.14
183,20220830,14600,14800,14600,14600,3695,0.14
184,20220831,14650,14900,14500,14850,1835,0.13
185,20220901,14750,14800,14600,14700,1969,0.12
186,20220902,14750,14750,14300,14500,4849,0.09
187,20220905,14550,14550,14100,14300,2425,0.09
188,20220906,14400,14450,14000,14350,2861,0.08
189,20220907,14250,14350,13800,13850,5000,0.09
190,20220908,13900,14200,13750,14150,2568,0.07
191,20220913,14250,14450,14150,14450,3846,0.08
192,20220914,13650,14200,13650,14200,4417,0.08
193,20220915,14250,14350,14000,14200,830,0.08
194,20220916,14150,14200,13850,14150,1775,0.07
195,20220919,14200,14200,13500,13850,3427,0.07
196,20220920,13900,14000,13550,13900,1240,0.07
197,20220921,13900,14150,13700,13800,2525,0.07
198,20220922,13800,13800,13500,13600,982,0.06
199,20220923,13650,13850,13300,13300,1804,0.04
200,20220926,13050,13250,12400,12600,3038,0.04
201,20220927,12600,12650,11850,12300,4677,0.04
202,20220928,12250,12300,11700,11950,5017,0.03
203,20220929,11950,12500,11500,12050,6630,0.05
204,20220930,11800,12100,11600,12100,3142,0.05
205,20221004,12050,12500,12050,12350,3256,0.07
206,20221005,12500,12600,12200,12300,1525,0.07
207,20221006,12300,13050,12200,12900,7524,0.08
208,20221007,12700,12850,12500,12750,2033,0.08
209,20221011,13000,16550,12800,16550,675370,0.03
210,20221012,18000,19900,14500,16800,1594954,0.02
211,20221013,15800,16350,14200,14500,207764,0.03
212,20221014,14700,15900,13900,14250,150905,0.14
213,20221017,14050,14350,13500,13700,71722,0.42
214,20221018,13750,14250,13300,14000,73621,0.75
215,20221019,14400,14450,13300,13300,62977,0.24
216,20221020,13200,13350,12850,12900,31862,0.25
217,20221021,12800,13050,12500,12550,28034,0.25
218,20221024,12800,13100,12500,12650,28253,0.35
219,20221025,12800,13450,12600,12950,31535,0.49
220,20221026,13550,14750,13200,14200,233931,0.66
221,20221027,13850,14100,13500,13650,58616,0.86
222,20221028,13600,13750,12950,13000,32674,0.91
223,20221031,13250,13350,12800,13000,11261,0.89
224,20221101,13000,13650,13000,13300,18695,1.03
225,20221102,13250,13450,13050,13250,10768,0.96
226,20221103,13150,13250,12750,13050,11411,0.88
227,20221104,13100,13100,12650,12900,10137,0.87
228,20221107,12900,13200,12800,13150,5116,0.95
229,20221108,13250,13450,13100,13400,10523,1.05
230,20221109,13400,13500,13100,13350,6359,1.11
231,20221110,13250,13800,13150,13650,6901,1.13
232,20221111,13850,13900,13400,13750,16654,1.3
233,20221114,13800,13950,13300,13300,14988,1.37
234,20221115,13400,13650,13250,13600,6498,1.44
235,20221116,13700,13700,13300,13400,5947,1.38
236,20221117,13450,13500,13050,13350,6809,1.35
237,20221118,13350,13400,13050,13100,3830,1.34
238,20221121,13100,13100,12800,12850,4085,1.3
239,20221122,12900,13100,12750,12950,5026,1.29
