,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20190807,14650,15100,14400,14900,446040,17.92
1,20190808,15050,15250,14800,15000,410036,17.61
2,20190809,15050,15300,14550,14650,438547,17.53
3,20190812,14800,15050,14550,15000,239626,17.7
4,20190813,14850,15050,14750,14750,177638,17.62
5,20190814,15000,15100,14650,14750,270656,17.55
6,20190816,14550,14700,14250,14600,241599,17.67
7,20190819,14800,14950,14650,14900,193776,17.55
8,20190820,14950,15050,14750,14850,249574,17.56
9,20190821,14950,15200,14750,15150,298044,17.48
10,20190822,15150,15200,14600,14650,398401,17.08
11,20190823,14600,15100,14500,14950,310298,17.48
12,20190826,14500,14550,14050,14150,528751,16.83
13,20190827,14300,15000,14150,14750,376398,17.36
14,20190828,14850,14950,14550,14800,189805,17.21
15,20190829,14850,14950,14400,14600,291512,16.94
16,20190830,13500,14600,13300,14400,1291351,17.12
17,20190902,14350,14350,14000,14150,378814,16.72
18,20190903,14100,14650,14050,14150,447996,16.66
19,20190904,14100,14600,14050,14500,394066,16.41
20,20190905,14700,15250,14650,15100,778743,16.24
21,20190906,15100,15150,14400,14450,493142,15.72
22,20190909,14550,14650,14000,14150,285079,15.47
23,20190910,14100,14350,14000,14100,223377,15.48
24,20190911,14050,14300,14000,14300,233590,15.54
25,20190916,14400,14450,14100,14400,163628,15.44
26,20190917,14400,14700,14200,14550,274115,15.34
27,20190918,14650,14750,14400,14550,484863,14.52
28,20190919,14650,14750,14450,14550,403370,13.82
29,20190920,14800,14950,14650,14950,616104,11.31
30,20190923,15000,15150,14900,14950,350300,11.17
31,20190924,15000,15000,14600,14650,381046,10.88
32,20190925,14550,14850,14350,14350,361554,10.79
33,20190926,14450,14800,14400,14600,345563,10.45
34,20190927,14600,14650,14400,14650,171885,10.22
35,20190930,14650,14800,14200,14300,300173,9.89
36,20191001,14350,14750,14300,14750,315625,10.0
37,20191002,14600,14700,14350,14400,173291,9.9
38,20191004,14300,14400,13850,14000,343339,9.46
39,20191007,14050,14300,13950,14050,195719,9.47
40,20191008,14000,14400,13950,14300,220450,9.53
41,20191010,14250,14350,13950,14050,235152,9.81
42,20191011,14150,14200,14000,14050,136311,9.67
43,20191014,14250,14600,14100,14450,278250,9.68
44,20191015,14450,14600,14350,14600,186750,9.76
45,20191016,14650,14850,14500,14650,233727,9.65
46,20191017,14650,14800,14450,14600,267115,9.36
47,20191018,14800,15200,14550,14850,660168,8.93
48,20191021,15050,15600,15000,15350,938655,7.88
49,20191022,15450,15550,15200,15350,503274,7.57
50,20191023,15450,15550,15000,15100,562100,7.62
51,20191024,15100,15300,14700,15250,412650,7.86
52,20191025,15250,15250,14950,15150,256447,7.85
53,20191028,15250,15450,15050,15350,278817,7.92
54,20191029,15450,15500,15000,15050,310909,8.17
55,20191030,15000,15000,14350,14450,502657,7.43
56,20191031,14550,15050,14500,14900,285114,7.46
57,20191101,14900,15200,14700,15000,201730,7.37
58,20191104,15150,15350,14850,15100,251815,7.38
59,20191105,15200,15400,14850,15100,497394,7.42
60,20191106,15000,15050,14650,14850,465825,7.45
61,20191107,14800,15100,14650,15100,290310,7.31
62,20191108,15150,15600,15100,15350,450854,7.3
63,20191111,15500,15550,15150,15500,307066,7.37
64,20191112,15650,15650,15350,15650,314706,7.28
65,20191113,15600,15900,15500,15750,407531,7.28
66,20191114,15750,15800,15400,15800,338548,7.34
67,20191115,15800,16000,15650,15950,271669,7.73
68,20191118,16000,16050,15600,15900,281705,7.75
69,20191119,15800,15850,15450,15600,315460,7.94
70,20191120,15600,15750,15100,15150,308190,8.0
71,20191121,15250,15300,14750,14900,289802,8.09
72,20191122,14900,15050,14600,14750,218076,8.01
73,20191125,14850,15150,14600,14900,332702,7.79
74,20191126,14950,15150,14800,14950,436024,7.73
75,20191127,15100,15100,14750,14750,179790,7.64
76,20191128,14650,14800,14350,14500,341798,7.57
77,20191129,14450,14700,14300,14400,164314,7.14
78,20191202,14350,14450,13900,14050,404932,7.03
79,20191203,13950,14000,13750,13950,203975,7.06
80,20191204,13800,13850,13000,13450,517402,6.95
81,20191205,13450,13600,12850,13200,397949,7.0
82,20191206,13200,14100,13200,13900,509702,6.91
83,20191209,13900,14150,13850,14100,212051,6.95
84,20191210,14000,14100,13750,13950,124030,6.9
85,20191211,13950,14100,13850,14000,86171,6.86
86,20191212,14000,14200,13900,14100,362102,7.35
87,20191213,14250,14300,13900,13950,264433,7.14
88,20191216,13950,14250,13850,14150,190851,7.07
89,20191217,14250,14250,14100,14200,194054,6.85
90,20191218,14150,14350,14000,14300,160273,6.9
91,20191219,14300,14600,14200,14300,252001,6.35
92,20191220,14350,14550,14300,14450,135320,6.32
93,20191223,14650,14650,14250,14350,104770,6.16
94,20191224,14400,14400,14100,14200,175410,6.12
95,20191226,14250,14700,14150,14700,193836,6.2
96,20191227,14650,14900,14500,14800,235512,5.91
97,20191230,14800,15100,14650,15100,205961,5.97
98,20200102,15100,15150,14900,15050,199276,6.0
99,20200103,15150,15200,14900,14900,207151,5.99
100,20200106,14650,15000,14600,14850,212486,6.32
101,20200107,15050,15100,14750,14850,131835,6.28
102,20200108,14700,14800,14200,14400,285738,6.28
103,20200109,14700,14950,14650,14950,184785,6.33
104,20200110,15150,15150,14800,15000,158809,6.27
105,20200113,15000,15050,14800,15050,151596,6.3
106,20200114,15000,15650,15000,15150,534736,6.14
107,20200115,15050,15350,15000,15150,139805,6.03
108,20200116,15300,15300,15050,15200,154062,6.05
109,20200117,15300,15350,15150,15250,128491,6.07
110,20200120,15300,15400,15050,15100,152809,6.13
111,20200121,15100,15400,14950,15350,304724,6.44
112,20200122,15400,15400,15100,15250,257390,6.5
113,20200123,15150,15150,14850,14950,284984,6.63
114,20200128,14200,14400,14000,14100,484555,6.49
115,20200129,14250,14500,14050,14400,262338,6.45
116,20200130,14300,14450,13700,13950,287900,6.38
117,20200131,13950,14150,13450,13450,225401,6.41
118,20200203,13200,13600,13000,13550,229902,6.36
119,20200204,13550,13800,13450,13700,200113,6.39
120,20200205,13950,14000,13500,13650,181344,6.34
121,20200206,13800,14150,13600,14100,267493,6.2
122,20200207,14100,14100,13750,13850,112615,6.08
123,20200210,13800,14000,13650,13950,179121,5.97
124,20200211,14000,14100,13900,14050,141742,6.06
125,20200212,14100,14450,14050,14250,296554,6.11
126,20200213,14400,14400,14050,14100,248565,6.07
127,20200214,14100,14350,14050,14300,239917,6.27
128,20200217,14350,14950,14300,14800,409048,6.45
129,20200218,14800,14850,14350,14400,272801,6.31
130,20200219,14400,14550,13900,14300,280248,6.14
131,20200220,14200,14500,14000,14100,184419,6.15
132,20200221,13900,14100,13700,13800,201719,6.1
133,20200224,13450,13700,13150,13300,318144,5.81
134,20200225,13450,13700,13200,13700,269888,5.92
135,20200226,13250,14100,13200,14100,372670,5.84
136,20200227,14100,14150,13100,13250,513885,5.66
137,20200228,13000,13150,12200,12350,498282,5.95
138,20200302,12250,12850,12000,12800,280310,5.96
139,20200303,13150,13200,12600,12650,153481,5.9
140,20200304,12450,13000,12400,12950,135155,5.94
141,20200305,13200,13200,12850,12900,213437,5.89
142,20200306,12800,12850,12400,12650,229090,5.89
143,20200309,12300,12350,11650,11650,389464,5.75
144,20200310,11400,12000,11400,11900,298080,6.21
145,20200311,12000,12000,11350,11400,284897,6.28
146,20200312,11150,11400,10400,10650,555945,6.61
147,20200313,9600,9940,9050,9660,832325,6.97
148,20200316,10100,10100,9300,9300,516695,6.75
149,20200317,8900,9690,8800,9490,434484,6.97
150,20200318,9520,9620,8600,8600,453685,6.81
151,20200319,8800,8990,7110,7460,754166,7.33
152,20200320,7520,8500,7450,8460,575625,7.36
153,20200323,7890,7920,7400,7500,524328,7.02
154,20200324,7760,8350,7600,8320,405756,7.26
155,20200325,8700,9100,8330,9030,541201,7.27
156,20200326,9150,9200,8650,8770,545343,6.73
157,20200327,9020,9100,8510,8700,408739,6.63
158,20200330,8440,8850,8310,8770,204586,6.55
159,20200331,9000,9210,8860,9040,408981,6.52
160,20200401,8950,9620,8860,8860,536634,6.32
161,20200402,9010,9220,8860,9210,305191,6.41
162,20200403,9300,9450,9190,9420,259350,6.35
163,20200406,9400,9600,9350,9540,532976,6.32
164,20200407,9740,9950,9540,9790,525824,6.31
165,20200408,9790,10550,9640,10200,580346,6.23
166,20200409,10650,10750,10200,10550,446182,6.03
167,20200410,10600,10650,10100,10400,307552,6.02
168,20200413,10300,10350,9950,9950,313931,5.84
169,20200414,10150,10250,9970,10200,229519,5.79
170,20200416,10100,10350,9970,10250,308003,5.74
171,20200417,10500,10750,10450,10700,381301,5.73
172,20200420,10700,11000,10600,10750,383712,5.8
173,20200421,10750,10750,10100,10450,392987,5.77
174,20200422,10150,10450,10000,10400,269728,5.79
175,20200423,10550,10550,10350,10500,214748,5.75
176,20200424,10450,10500,10050,10200,323797,5.78
177,20200427,10300,10400,10150,10350,208231,5.83
178,20200428,10450,10600,10200,10350,241895,5.79
179,20200429,10400,10450,10250,10350,187399,5.81
180,20200504,10100,10400,10050,10200,135201,5.84
181,20200506,10350,10700,10300,10650,244844,5.93
182,20200507,10750,10950,10600,10900,261161,5.97
183,20200508,11000,11350,10950,11150,331018,5.95
184,20200511,11300,11350,10850,10850,294557,5.81
185,20200512,11050,11050,10550,10650,233527,5.81
186,20200513,10400,10850,10350,10850,156586,5.81
187,20200514,10750,10850,10600,10650,142405,5.81
188,20200515,10750,10800,10550,10700,160821,5.77
189,20200518,10700,10950,10550,10750,238556,5.72
190,20200519,11100,11450,10850,11450,783273,5.81
191,20200520,11300,11750,11300,11650,391994,5.68
192,20200521,11800,12150,11550,11850,664436,5.74
193,20200522,11900,11950,11300,11400,416142,5.64
194,20200525,11400,11550,11200,11500,206108,5.67
195,20200526,11600,11750,11450,11700,235059,5.67
196,20200527,11800,11800,11300,11450,286728,5.63
197,20200528,11500,11650,11000,11150,365939,5.61
198,20200529,11000,11200,10900,11050,187569,5.67
199,20200601,11100,11350,11100,11300,179323,5.73
200,20200602,11450,12950,11350,12500,2197353,5.79
201,20200603,12700,12900,12400,12800,952394,5.6
202,20200604,12900,12900,12300,12500,483568,5.41
203,20200605,12900,14000,12900,13600,3021349,5.58
204,20200608,13700,13850,13250,13800,939122,5.5
205,20200609,13850,13950,13450,13800,643379,5.49
206,20200610,13700,13900,13450,13900,414846,5.47
207,20200611,13900,14200,13450,13550,718067,5.47
208,20200612,12450,13250,12300,13100,663287,5.35
209,20200615,12750,13000,11700,11700,660003,5.23
210,20200616,12150,12800,12150,12700,473348,5.3
211,20200617,12700,13500,12650,13200,806864,5.26
212,20200618,13200,13650,12850,12850,429286,5.0
213,20200619,13050,13450,13050,13250,600932,4.9
214,20200622,13300,13350,12900,12900,394083,4.69
215,20200623,12950,13200,12600,12850,261640,4.68
216,20200624,13000,13600,12900,13400,684414,4.71
217,20200625,13150,13650,12800,12950,673060,4.61
218,20200626,13150,13650,13100,13400,836155,4.59
219,20200629,13150,13250,12800,12950,378190,4.5
220,20200630,13300,13500,12850,13100,380701,4.37
221,20200701,13200,13250,12600,12800,260919,4.36
222,20200702,13050,13100,12650,12900,231491,4.35
223,20200703,12950,12950,12650,12700,189254,4.34
224,20200706,12700,13000,12600,12950,185461,4.41
225,20200707,13150,13150,12800,13050,255453,4.49
226,20200708,13000,13600,12900,13400,563750,4.63
227,20200709,13600,15250,13500,15250,5008449,4.92
228,20200710,15200,15800,14950,15750,2306948,4.82
229,20200713,15800,16150,15450,16000,1549148,4.73
230,20200714,15700,15900,14900,15300,1466592,4.6
231,20200715,15700,16550,15650,16350,3627240,4.4
232,20200716,16400,16400,15350,15750,1114290,4.26
233,20200717,15600,15800,15300,15450,536670,4.36
234,20200720,15400,15650,15050,15300,468086,4.34
235,20200721,15550,15600,14950,15100,621853,4.43
236,20200722,15250,15550,15050,15150,533811,4.29
237,20200723,15250,15950,14950,15800,1294682,4.33
238,20200724,15550,15950,15200,15750,561203,4.19
239,20200727,15650,15750,15350,15400,366054,4.18
240,20200728,15500,15550,15250,15450,305421,4.18
241,20200729,15450,15450,15050,15100,369342,4.18
242,20200730,15400,16000,15300,15400,958378,4.21
243,20200731,15550,15750,15250,15700,439455,4.1
244,20200803,15900,16050,15550,15700,605596,4.11
245,20200804,16000,16250,15500,15600,640932,4.08
246,20200805,15550,15700,15250,15550,567010,4.12
247,20200806,15850,15900,15400,15450,413169,4.07
248,20200807,15550,16650,15500,16300,2549722,4.34
249,20200810,16550,16550,15300,15550,1831123,3.36
250,20200811,15600,15650,15200,15300,618321,3.38
251,20200812,15400,15550,14400,14750,987841,3.41
252,20200813,14950,15000,14700,14700,347788,3.41
253,20200814,14850,15300,14500,15000,805988,3.45
254,20200818,15100,15100,14000,14100,547763,3.39
255,20200819,14250,14750,14200,14300,430845,3.43
256,20200820,14300,14450,13150,13400,766643,3.36
257,20200821,13550,13700,13050,13350,385968,3.38
258,20200824,13200,13650,13000,13600,305002,3.41
259,20200825,13700,14200,13650,14100,357981,3.56
260,20200826,14500,14650,14100,14300,506471,3.57
261,20200827,14650,14750,14100,14450,515619,3.65
262,20200828,14600,16250,14550,15950,3825413,4.94
263,20200831,15900,16100,15550,16000,1592524,4.5
264,20200901,16200,16650,15400,15600,1449961,3.77
265,20200902,15900,16250,15600,16050,1073182,3.87
266,20200903,16200,16300,15800,16000,710219,3.88
267,20200904,15100,16150,15100,15950,917863,4.49
268,20200907,15950,16300,15750,16000,762966,4.47
269,20200908,16250,18100,16200,16800,5687658,4.2
270,20200909,16600,17700,16400,17450,2006876,4.49
271,20200910,18000,19000,17600,17850,2536737,4.1
272,20200911,17600,18200,17450,18100,768792,4.17
273,20200914,18600,18600,17750,18050,661143,4.16
274,20200915,18300,18400,17500,17850,583096,4.26
275,20200916,17900,17950,17250,17500,613019,4.42
276,20200917,17600,17650,17100,17200,508539,4.77
277,20200918,17300,17400,16800,17350,400080,4.7
278,20200921,17400,17400,16050,16300,1127250,4.47
279,20200922,16150,16300,15600,16000,622315,4.72
280,20200923,16200,16400,15200,15950,683151,4.32
281,20200924,15400,15650,14900,15050,608590,4.28
282,20200925,15350,15900,14950,15500,440272,4.16
283,20200928,15700,16000,15500,15950,239554,4.17
284,20200929,16200,16250,15650,15900,294511,4.02
285,20201005,15850,16100,15700,15950,232634,4.11
286,20201006,16100,16550,15700,15900,301773,4.05
287,20201007,15750,16200,15650,16050,230980,4.08
288,20201008,16600,17000,16250,16400,542085,3.96
289,20201012,16550,16600,16050,16100,256037,3.99
290,20201013,16200,16300,15850,16000,197593,3.98
291,20201014,15900,16350,15750,15850,243096,3.98
292,20201015,15800,15900,15100,15300,431417,4.21
293,20201016,15350,15450,14800,15050,279331,4.2
294,20201019,15100,15750,15100,15450,390774,4.16
295,20201020,15450,15750,15050,15750,258984,4.24
296,20201021,15900,15900,15450,15650,177622,4.19
297,20201022,15500,15750,15300,15750,226005,4.46
298,20201023,15900,16150,15450,15650,306147,4.54
299,20201026,15900,16100,14950,15050,342321,4.7
300,20201027,14850,15650,14850,15250,343470,5.23
301,20201028,15250,15500,15100,15450,168062,5.33
302,20201029,15050,15350,14950,15300,215230,5.23
303,20201030,15400,15400,14750,14800,226664,5.08
304,20201102,14900,15050,14600,14950,157635,5.11
305,20201103,15050,15300,14950,15100,261286,5.15
306,20201104,15300,15750,15100,15550,497452,5.56
307,20201105,15600,15800,15350,15650,310866,5.35
308,20201106,15750,15950,15250,15500,286296,5.24
309,20201109,15700,15700,15400,15550,188060,5.26
310,20201110,15450,15650,15300,15450,233003,5.25
311,20201111,15500,15850,15250,15450,263077,5.28
312,20201112,15600,15600,15150,15300,185297,5.2
313,20201113,15250,15400,15050,15300,201003,5.26
314,20201116,15400,15750,15300,15600,290571,5.38
315,20201117,15800,15850,15200,15250,312363,5.15
316,20201118,15350,15350,15050,15250,311446,5.04
317,20201119,15200,15450,15100,15350,194651,5.2
318,20201120,15350,15750,15300,15650,377447,5.41
319,20201123,15850,16100,15550,16100,514477,5.57
320,20201124,16200,16250,15700,16100,565861,5.44
321,20201125,16200,16300,15550,15750,509557,5.57
322,20201126,15750,16100,15600,15900,285984,5.79
323,20201127,15950,16150,15850,16000,223074,5.93
324,20201130,16350,16600,16300,16350,636701,5.67
325,20201201,16550,16700,16350,16350,392397,5.67
326,20201202,16500,16500,16100,16350,305148,5.74
327,20201203,16500,16500,16050,16100,235085,5.78
328,20201204,16150,16300,15950,16000,273412,5.9
329,20201207,16050,16200,15700,15900,247774,5.9
330,20201208,15800,16000,15500,15650,366499,6.03
331,20201209,15750,15850,15500,15750,346177,6.28
332,20201210,15650,15900,15550,15850,282726,6.35
333,20201211,15950,16000,15700,15850,198529,6.27
334,20201214,15800,15850,15500,15500,282873,6.19
335,20201215,15550,16250,15450,16200,733126,7.01
336,20201216,16300,16700,16050,16550,703346,7.29
337,20201217,16600,16700,16250,16450,418001,7.09
338,20201218,16600,16650,16200,16200,253032,7.03
339,20201221,16150,16200,15850,15950,271052,7.14
340,20201222,15900,15900,15500,15600,405666,7.1
341,20201223,15750,15800,15250,15700,288912,7.17
342,20201224,15650,16050,15600,15850,246845,7.28
343,20201228,16100,16400,15850,16350,463524,7.59
344,20201229,16500,16550,16150,16250,480444,7.57
345,20201230,16200,17200,16150,16800,1059912,7.64
346,20210104,17200,17550,17100,17200,1141878,7.28
347,20210105,17200,17450,16650,17050,562220,7.23
348,20210106,17150,17150,16600,17000,584324,7.53
349,20210107,17100,17100,16800,16950,395469,7.48
350,20210108,17100,17550,16650,17300,955090,7.76
351,20210111,17400,17500,16350,16600,907332,7.63
352,20210112,16650,17050,16450,16800,605202,7.87
353,20210113,16800,16950,16400,16650,397043,8.03
354,20210114,16750,16850,16500,16650,252537,8.12
355,20210115,16800,16900,16050,16150,535617,8.0
356,20210118,16000,16200,15550,15850,457123,7.89
357,20210119,15900,16300,15700,16300,302803,7.93
358,20210120,16350,16800,16150,16700,563470,8.27
359,20210121,16900,16950,16250,16750,476639,8.49
360,20210122,16700,16750,16400,16550,267826,8.37
361,20210125,16600,16600,16300,16500,258476,8.41
362,20210126,16500,16750,16400,16500,351582,8.44
363,20210127,16550,16650,16150,16200,295457,8.32
364,20210128,15800,16000,15300,15350,504174,7.94
365,20210129,15550,15600,14500,14850,600755,7.8
366,20210201,14850,15150,14350,15000,383508,7.68
367,20210202,15300,15500,14950,15200,307643,7.67
368,20210203,15200,15400,15000,15150,290473,7.59
369,20210204,15100,15150,14650,14900,376560,7.61
370,20210205,15050,15100,14750,14800,247188,7.63
371,20210208,14950,15000,14700,14850,180619,7.48
372,20210209,15000,15050,14850,14900,182684,7.36
373,20210210,14950,15000,14700,14950,163200,7.36
374,20210215,15050,15400,14950,15400,286100,7.43
375,20210216,15400,15500,15200,15350,214409,7.42
376,20210217,15600,15600,15250,15400,173577,7.39
377,20210218,15500,15550,15200,15400,192301,7.37
378,20210219,15350,15400,14850,15000,223424,7.34
379,20210222,15150,15150,14750,14750,162894,7.33
380,20210223,14800,14850,14500,14600,158530,7.31
381,20210224,14700,14750,14000,14100,204141,7.29
382,20210225,14250,14500,14200,14350,127523,7.32
383,20210226,14050,14200,13500,13650,385517,7.24
384,20210302,13850,14000,13500,13550,225768,7.33
385,20210303,13550,13900,13500,13900,152198,7.37
386,20210304,13650,13750,13550,13650,124683,7.3
387,20210305,13550,13750,13150,13550,269596,7.33
388,20210308,13600,13650,12400,12400,837069,7.12
389,20210309,12550,12600,11900,12550,405656,7.27
390,20210310,12700,12800,12300,12450,218946,7.18
391,20210311,12350,12450,12050,12250,709635,7.92
392,20210312,12350,12600,12300,12550,245611,7.87
393,20210315,12600,12650,12300,12500,213247,7.98
394,20210316,12550,12950,12550,12950,272464,7.99
395,20210317,13000,13100,12750,12950,208488,7.69
396,20210318,13050,13100,12850,12950,220851,7.49
397,20210319,12700,12950,12700,12900,197087,7.3
398,20210322,13000,13000,12800,12850,162712,7.14
399,20210323,13000,13100,12650,12700,197193,7.07
400,20210324,12600,12800,12500,12650,139882,7.12
401,20210325,12700,13200,12650,13000,401211,7.22
402,20210326,13100,13200,12850,12950,184187,7.02
403,20210329,13050,13050,12900,12950,192085,6.96
404,20210330,13000,13200,12950,13000,132323,6.87
405,20210331,13000,13150,12900,12950,130580,6.81
406,20210401,13050,13100,12900,13000,96690,6.81
407,20210402,13050,13150,13000,13150,147509,6.84
408,20210405,13150,13200,12950,13000,175295,6.8
409,20210406,13050,13050,12750,12950,187974,6.71
410,20210407,12850,13000,12800,13000,134385,6.72
411,20210408,13000,13100,12900,13100,118214,6.71
412,20210409,13150,13150,13000,13000,127820,6.68
413,20210412,13100,13150,12950,13000,107926,6.75
414,20210413,12950,13400,12900,13300,345416,6.82
415,20210414,13400,13450,13100,13250,203946,6.59
416,20210415,13300,13300,13100,13100,180782,6.4
417,20210416,13200,13400,13100,13350,201560,6.31
418,20210419,13350,13500,13250,13400,234411,6.21
419,20210420,13400,13500,13300,13400,180001,6.09
420,20210421,13400,13400,13100,13150,244190,5.94
421,20210422,13200,13300,13050,13150,179430,5.87
422,20210423,13100,13150,12950,13050,195595,6.05
423,20210426,13100,13150,12950,13150,170619,6.04
424,20210427,13150,13200,12900,12950,181222,5.9
425,20210428,12950,13000,12700,12700,180324,5.88
426,20210429,12750,12950,12600,12900,120367,5.94
427,20210430,12850,13050,12750,12800,113872,6.05
428,20210503,12850,13000,12600,12600,183848,6.32
429,20210504,12550,12650,12250,12550,187486,6.25
430,20210506,12450,12750,12400,12600,148873,6.25
431,20210507,12550,12700,12500,12650,89242,6.42
432,20210510,12700,12900,12600,12850,149466,6.45
433,20210511,12750,12750,12500,12550,137997,6.36
434,20210512,12600,12650,12050,12150,281109,6.01
435,20210513,11900,12200,11800,12050,168928,6.0
436,20210514,12100,12150,11900,11950,157988,6.03
437,20210517,12050,12100,11700,11800,148694,5.93
438,20210518,11800,12050,11700,11950,147444,5.94
439,20210520,11950,12500,11800,12350,287150,5.89
440,20210521,12500,12550,12000,12100,139654,5.83
441,20210524,12050,12200,11950,12000,79639,5.84
442,20210525,12000,12200,12000,12100,65288,5.8
443,20210526,12150,12450,12100,12400,137407,5.95
444,20210527,12450,12500,12200,12450,137547,5.83
445,20210528,12550,12550,12400,12500,90879,5.8
446,20210531,12450,12800,12300,12500,269494,5.64
447,20210601,12600,12700,12550,12700,122600,5.73
448,20210602,12800,12800,12550,12600,170259,5.72
449,20210603,12650,12800,12550,12650,187691,5.72
450,20210604,12600,12750,12550,12750,178877,5.65
451,20210607,12800,12850,12600,12700,91434,5.56
452,20210608,12650,12800,12550,12800,120630,5.55
453,20210609,12750,12750,12500,12550,154531,5.41
454,20210610,12550,12700,12450,12600,120750,5.32
