,날짜,시가,고가,저가,종가,거래량,외국인소진율
0,20191018,3456,4492,3456,4492,447,0.0
1,20191021,5838,5838,5838,5838,135,0.0
2,20191022,7580,7580,7580,7581,14,0.0
3,20191023,9827,9827,9827,9827,282,0.0
4,20191024,12731,12731,12731,12732,314,0.0
5,20191025,16507,16507,16507,16508,303,0.0
6,20191028,0,0,0,16508,0,0.0
7,20191029,21445,21445,21445,21445,702,0.0
8,20191030,27496,27835,20380,27835,549739,0.0
9,20191031,0,0,0,27835,0,0.0
10,20191101,30207,35241,28416,32918,496435,0.0
11,20191104,34176,35629,27447,27448,359431,0.0
12,20191105,26237,26673,21445,22268,301537,0.0
13,20191106,22074,25075,20670,23236,313936,0.0
14,20191107,22800,22800,19605,20671,141094,0.0
15,20191108,20138,22122,19605,20187,155588,0.0
16,20191111,19992,21687,19169,19218,114391,0.0
17,20191112,19799,19847,17524,18105,77073,0.0
18,20191113,18105,18734,17282,18057,62474,0.0
19,20191114,18056,18298,17282,18008,53234,0.0
20,20191115,19266,20428,17911,18976,216443,0.0
21,20191118,19557,19750,18056,18444,70923,0.0
22,20191119,17620,18685,17040,17476,58932,0.0
23,20191120,16991,17572,16362,16459,29776,0.0
24,20191121,16555,16749,15200,15394,33269,0.0
25,20191122,15055,15394,14571,15152,23194,0.0
26,20191125,15442,16217,15055,15733,16602,0.0
27,20191126,15490,15636,14813,15249,14927,0.0
28,20191127,15248,16168,14522,16023,22135,0.0
29,20191128,15781,15975,14958,14958,17949,0.0
30,20191129,14910,15200,13457,14087,16852,0.0
31,20191202,13699,14425,13070,13845,32342,0.0
32,20191203,13554,17959,13215,17960,224315,0.0
33,20191204,19460,21396,15781,16265,688767,0.0
34,20191205,15829,16265,13651,14523,140942,0.0
35,20191206,14280,16894,13748,14281,458824,0.03
36,20191209,14716,14910,13845,14087,100177,0.0
37,20191210,14183,18298,14135,14620,873511,0.0
38,20191211,15394,18008,15006,17621,714342,0.0
39,20191212,17427,18105,16265,17040,175124,0.03
40,20191213,17911,22122,17427,22123,605730,0.0
41,20191216,25317,28755,23865,28755,1017535,0.0
42,20191217,27835,34370,26431,27351,1684519,0.0
43,20191218,26625,30158,25608,25657,736797,0.0
44,20191219,26576,27109,24446,24785,355272,0.0
45,20191220,24979,25269,21784,22994,223464,0.0
46,20191223,22316,23284,20767,21010,155570,0.0
47,20191224,20815,25172,20622,23140,788278,0.01
48,20191226,23042,27447,21300,23963,795014,0.0
49,20191227,24591,27496,24301,24398,648125,0.0
50,20191230,25463,26479,24398,24398,334663,0.02
51,20200102,24785,25995,24446,24785,173706,0.0
52,20200103,24882,27351,23914,24979,446395,0.0
53,20200106,24204,25269,23526,23866,192556,0.0
54,20200107,23720,24446,23091,23140,86703,0.0
55,20200108,23381,23720,21348,21978,95968,0.0
56,20200109,22703,24010,22219,22946,118392,0.0
57,20200110,23720,24059,22461,22752,82923,0.0
58,20200113,23187,23187,22026,22026,41051,0.0
59,20200114,22365,24543,22074,22268,142731,0.02
60,20200115,22558,22607,21977,22026,33528,0.02
61,20200116,22413,23091,21977,22365,57318,0.07
62,20200117,22752,22800,21638,21736,45079,0.03
63,20200120,21687,22122,21300,21348,33012,0.14
64,20200121,21396,21687,20331,20622,31900,0.14
65,20200122,20719,23720,20573,21881,411888,0.11
66,20200123,22219,22800,21590,21639,73271,0.09
67,20200128,20573,22268,20041,21494,82758,0.12
68,20200129,21687,22268,20961,20961,53874,0.14
69,20200130,20815,25656,20719,22510,554597,0.12
70,20200131,22219,22945,20767,20816,97176,0.16
71,20200203,19847,21638,19315,20187,93787,0.17
72,20200204,20961,23817,20815,21929,308690,0.11
73,20200205,22945,24495,22413,23769,217396,0.16
74,20200206,23381,24107,23139,24011,92569,0.1
75,20200207,24495,25075,23139,24108,91673,0.08
76,20200210,23623,24059,23042,23430,62074,0.13
77,20200211,23430,26528,23284,24592,292548,0.08
78,20200212,24591,25075,23817,24205,59937,0.08
79,20200213,24882,24930,23430,23527,43800,0.08
80,20200214,24156,25705,23720,24495,139969,0.11
81,20200217,24640,24882,24010,24301,27974,0.08
82,20200218,24495,24688,23139,23963,30396,0.08
83,20200219,24107,24495,23236,23866,20669,0.08
84,20200220,24107,24107,23139,23624,17921,0.11
85,20200221,23526,23575,22268,22268,21660,0.14
86,20200224,21784,21784,20622,21058,24652,0.14
87,20200225,21057,22074,20428,21784,20934,0.13
88,20200226,21638,22558,21203,22220,19367,0.12
